"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"33",40370,"Washington/Dearborn",NA,NA,6744,2017-12-23,12,"Dec",2017,23,"Saturday","(41.883164, -87.62944)","010000000",NA
"251",40370,"Washington/Dearborn",NA,NA,1696,2017-12-25,12,"Dec",2017,25,"Monday","(41.883164, -87.62944)","010000000",NA
"687",40370,"Washington/Dearborn",NA,NA,13896,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.883164, -87.62944)","010000000",NA
"729",40370,"Washington/Dearborn",NA,NA,4182,2017-12-30,12,"Dec",2017,30,"Saturday","(41.883164, -87.62944)","010000000",NA
"744",40370,"Washington/Dearborn",NA,NA,7984,2017-12-16,12,"Dec",2017,16,"Saturday","(41.883164, -87.62944)","010000000",NA
"1032",40370,"Washington/Dearborn",NA,NA,7952,2017-12-09,12,"Dec",2017,9,"Saturday","(41.883164, -87.62944)","010000000",NA
"1143",40370,"Washington/Dearborn",NA,NA,9178,2017-12-28,12,"Dec",2017,28,"Thursday","(41.883164, -87.62944)","010000000",NA
"1408",40370,"Washington/Dearborn",NA,NA,13784,2017-12-11,12,"Dec",2017,11,"Monday","(41.883164, -87.62944)","010000000",NA
"1412",40370,"Washington/Dearborn",NA,NA,5773,2017-12-10,12,"Dec",2017,10,"Sunday","(41.883164, -87.62944)","010000000",NA
"1469",40370,"Washington/Dearborn",NA,NA,13998,2017-12-04,12,"Dec",2017,4,"Monday","(41.883164, -87.62944)","010000000",NA
"1514",40370,"Washington/Dearborn",NA,NA,13368,2017-12-15,12,"Dec",2017,15,"Friday","(41.883164, -87.62944)","010000000",NA
"2033",40370,"Washington/Dearborn",NA,NA,13839,2017-12-18,12,"Dec",2017,18,"Monday","(41.883164, -87.62944)","010000000",NA
"2089",40370,"Washington/Dearborn",NA,NA,3031,2017-12-31,12,"Dec",2017,31,"Sunday","(41.883164, -87.62944)","010000000",NA
