"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"16",40720,"East 63rd-Cottage Grove",NA,NA,613,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.780309, -87.605857)","001000000",NA
"40",40720,"East 63rd-Cottage Grove",NA,NA,708,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.780309, -87.605857)","001000000",NA
"310",40720,"East 63rd-Cottage Grove",NA,NA,1092,2017-12-15,12,"Dec",2017,15,"Friday","(41.780309, -87.605857)","001000000",NA
"869",40720,"East 63rd-Cottage Grove",NA,NA,1037,2017-12-18,12,"Dec",2017,18,"Monday","(41.780309, -87.605857)","001000000",NA
"914",40720,"East 63rd-Cottage Grove",NA,NA,1151,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.780309, -87.605857)","001000000",NA
"981",40720,"East 63rd-Cottage Grove",NA,NA,1088,2017-12-14,12,"Dec",2017,14,"Thursday","(41.780309, -87.605857)","001000000",NA
"1033",40720,"East 63rd-Cottage Grove",NA,NA,1217,2017-12-04,12,"Dec",2017,4,"Monday","(41.780309, -87.605857)","001000000",NA
"1055",40720,"East 63rd-Cottage Grove",NA,NA,1089,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.780309, -87.605857)","001000000",NA
"1071",40720,"East 63rd-Cottage Grove",NA,NA,733,2017-12-28,12,"Dec",2017,28,"Thursday","(41.780309, -87.605857)","001000000",NA
"1144",40720,"East 63rd-Cottage Grove",NA,NA,504,2017-12-17,12,"Dec",2017,17,"Sunday","(41.780309, -87.605857)","001000000",NA
"1167",40720,"East 63rd-Cottage Grove",NA,NA,586,2017-12-09,12,"Dec",2017,9,"Saturday","(41.780309, -87.605857)","001000000",NA
"1394",40720,"East 63rd-Cottage Grove",NA,NA,1034,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.780309, -87.605857)","001000000",NA
"1760",40720,"East 63rd-Cottage Grove",NA,NA,515,2017-12-30,12,"Dec",2017,30,"Saturday","(41.780309, -87.605857)","001000000",NA
"1840",40720,"East 63rd-Cottage Grove",NA,NA,1108,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.780309, -87.605857)","001000000",NA
"2050",40720,"East 63rd-Cottage Grove",NA,NA,1001,2017-12-21,12,"Dec",2017,21,"Thursday","(41.780309, -87.605857)","001000000",NA
"2091",40720,"East 63rd-Cottage Grove",NA,NA,1084,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.780309, -87.605857)","001000000",NA
"2169",40720,"East 63rd-Cottage Grove",NA,NA,476,2017-12-10,12,"Dec",2017,10,"Sunday","(41.780309, -87.605857)","001000000",NA
"2232",40720,"East 63rd-Cottage Grove",NA,NA,414,2017-12-24,12,"Dec",2017,24,"Sunday","(41.780309, -87.605857)","001000000",NA
"2251",40720,"East 63rd-Cottage Grove",NA,NA,1268,2017-12-01,12,"Dec",2017,1,"Friday","(41.780309, -87.605857)","001000000",NA
"2293",40720,"East 63rd-Cottage Grove",NA,NA,1104,2017-12-07,12,"Dec",2017,7,"Thursday","(41.780309, -87.605857)","001000000",NA
"2312",40720,"East 63rd-Cottage Grove",NA,NA,848,2017-12-29,12,"Dec",2017,29,"Friday","(41.780309, -87.605857)","001000000",NA
"2429",40720,"East 63rd-Cottage Grove",NA,NA,574,2017-12-23,12,"Dec",2017,23,"Saturday","(41.780309, -87.605857)","001000000",NA
"2758",40720,"East 63rd-Cottage Grove",NA,NA,982,2017-12-22,12,"Dec",2017,22,"Friday","(41.780309, -87.605857)","001000000",NA
"2829",40720,"East 63rd-Cottage Grove",NA,NA,700,2017-12-02,12,"Dec",2017,2,"Saturday","(41.780309, -87.605857)","001000000",NA
"2894",40720,"East 63rd-Cottage Grove",NA,NA,671,2017-12-16,12,"Dec",2017,16,"Saturday","(41.780309, -87.605857)","001000000",NA
"3425",40720,"East 63rd-Cottage Grove",NA,NA,390,2017-12-25,12,"Dec",2017,25,"Monday","(41.780309, -87.605857)","001000000",NA
"3795",40720,"East 63rd-Cottage Grove",NA,NA,1101,2017-12-08,12,"Dec",2017,8,"Friday","(41.780309, -87.605857)","001000000",NA
"3878",40720,"East 63rd-Cottage Grove",NA,NA,1109,2017-12-11,12,"Dec",2017,11,"Monday","(41.780309, -87.605857)","001000000",NA
"3888",40720,"East 63rd-Cottage Grove",NA,NA,404,2017-12-31,12,"Dec",2017,31,"Sunday","(41.780309, -87.605857)","001000000",NA
"3938",40720,"East 63rd-Cottage Grove",NA,NA,589,2017-12-03,12,"Dec",2017,3,"Sunday","(41.780309, -87.605857)","001000000",NA
"4301",40720,"East 63rd-Cottage Grove",NA,NA,1127,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.780309, -87.605857)","001000000",NA
"4607",40720,"East 63rd-Cottage Grove",NA,NA,1059,2018-03-05,3,"Mar",2018,5,"Monday","(41.780309, -87.605857)","001000000",NA
"4608",40720,"East 63rd-Cottage Grove",NA,NA,869,2018-01-04,1,"Jan",2018,4,"Thursday","(41.780309, -87.605857)","001000000",NA
"4619",40720,"East 63rd-Cottage Grove",NA,NA,1120,2018-01-22,1,"Jan",2018,22,"Monday","(41.780309, -87.605857)","001000000",NA
"4972",40720,"East 63rd-Cottage Grove",NA,NA,401,2018-02-04,2,"Feb",2018,4,"Sunday","(41.780309, -87.605857)","001000000",NA
"5011",40720,"East 63rd-Cottage Grove",NA,NA,1087,2018-02-21,2,"Feb",2018,21,"Wednesday","(41.780309, -87.605857)","001000000",NA
"5071",40720,"East 63rd-Cottage Grove",NA,NA,1091,2018-03-22,3,"Mar",2018,22,"Thursday","(41.780309, -87.605857)","001000000",NA
"5350",40720,"East 63rd-Cottage Grove",NA,NA,1108,2018-03-14,3,"Mar",2018,14,"Wednesday","(41.780309, -87.605857)","001000000",NA
"5722",40720,"East 63rd-Cottage Grove",NA,NA,944,2018-02-12,2,"Feb",2018,12,"Monday","(41.780309, -87.605857)","001000000",NA
"5929",40720,"East 63rd-Cottage Grove",NA,NA,903,2018-01-05,1,"Jan",2018,5,"Friday","(41.780309, -87.605857)","001000000",NA
"5988",40720,"East 63rd-Cottage Grove",NA,NA,467,2018-02-18,2,"Feb",2018,18,"Sunday","(41.780309, -87.605857)","001000000",NA
"6213",40720,"East 63rd-Cottage Grove",NA,NA,1069,2018-01-18,1,"Jan",2018,18,"Thursday","(41.780309, -87.605857)","001000000",NA
"6384",40720,"East 63rd-Cottage Grove",NA,NA,1111,2018-03-09,3,"Mar",2018,9,"Friday","(41.780309, -87.605857)","001000000",NA
"6605",40720,"East 63rd-Cottage Grove",NA,NA,607,2018-01-20,1,"Jan",2018,20,"Saturday","(41.780309, -87.605857)","001000000",NA
"6882",40720,"East 63rd-Cottage Grove",NA,NA,1002,2018-01-30,1,"Jan",2018,30,"Tuesday","(41.780309, -87.605857)","001000000",NA
"7098",40720,"East 63rd-Cottage Grove",NA,NA,968,2018-02-05,2,"Feb",2018,5,"Monday","(41.780309, -87.605857)","001000000",NA
"7313",40720,"East 63rd-Cottage Grove",NA,NA,1034,2018-03-30,3,"Mar",2018,30,"Friday","(41.780309, -87.605857)","001000000",NA
"7318",40720,"East 63rd-Cottage Grove",NA,NA,1118,2018-02-14,2,"Feb",2018,14,"Wednesday","(41.780309, -87.605857)","001000000",NA
"7660",40720,"East 63rd-Cottage Grove",NA,NA,436,2018-01-07,1,"Jan",2018,7,"Sunday","(41.780309, -87.605857)","001000000",NA
"7970",40720,"East 63rd-Cottage Grove",NA,NA,504,2018-03-04,3,"Mar",2018,4,"Sunday","(41.780309, -87.605857)","001000000",NA
"8127",40720,"East 63rd-Cottage Grove",NA,NA,1040,2018-03-13,3,"Mar",2018,13,"Tuesday","(41.780309, -87.605857)","001000000",NA
"8544",40720,"East 63rd-Cottage Grove",NA,NA,1090,2018-01-19,1,"Jan",2018,19,"Friday","(41.780309, -87.605857)","001000000",NA
"8707",40720,"East 63rd-Cottage Grove",NA,NA,526,2018-02-03,2,"Feb",2018,3,"Saturday","(41.780309, -87.605857)","001000000",NA
"8735",40720,"East 63rd-Cottage Grove",NA,NA,1056,2018-03-20,3,"Mar",2018,20,"Tuesday","(41.780309, -87.605857)","001000000",NA
"8794",40720,"East 63rd-Cottage Grove",NA,NA,1008,2018-01-12,1,"Jan",2018,12,"Friday","(41.780309, -87.605857)","001000000",NA
"8972",40720,"East 63rd-Cottage Grove",NA,NA,1138,2018-02-22,2,"Feb",2018,22,"Thursday","(41.780309, -87.605857)","001000000",NA
"9316",40720,"East 63rd-Cottage Grove",NA,NA,679,2018-01-27,1,"Jan",2018,27,"Saturday","(41.780309, -87.605857)","001000000",NA
