"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"70",40680,"Adams/Wabash",NA,NA,7234,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.879507, -87.626037)","001100000",NA
"285",40680,"Adams/Wabash",NA,NA,3393,2017-12-02,12,"Dec",2017,2,"Saturday","(41.879507, -87.626037)","001100000",NA
"313",40680,"Adams/Wabash",NA,NA,2463,2017-12-03,12,"Dec",2017,3,"Sunday","(41.879507, -87.626037)","001100000",NA
"366",40680,"Adams/Wabash",NA,NA,7130,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.879507, -87.626037)","001100000",NA
"450",40680,"Adams/Wabash",NA,NA,2907,2017-12-16,12,"Dec",2017,16,"Saturday","(41.879507, -87.626037)","001100000",NA
"840",40680,"Adams/Wabash",NA,NA,4315,2017-12-28,12,"Dec",2017,28,"Thursday","(41.879507, -87.626037)","001100000",NA
"919",40680,"Adams/Wabash",NA,NA,2993,2017-12-09,12,"Dec",2017,9,"Saturday","(41.879507, -87.626037)","001100000",NA
"962",40680,"Adams/Wabash",NA,NA,6481,2017-12-15,12,"Dec",2017,15,"Friday","(41.879507, -87.626037)","001100000",NA
"1229",40680,"Adams/Wabash",NA,NA,1940,2017-12-17,12,"Dec",2017,17,"Sunday","(41.879507, -87.626037)","001100000",NA
"1538",40680,"Adams/Wabash",NA,NA,7097,2017-12-01,12,"Dec",2017,1,"Friday","(41.879507, -87.626037)","001100000",NA
"1747",40680,"Adams/Wabash",NA,NA,6473,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.879507, -87.626037)","001100000",NA
"1810",40680,"Adams/Wabash",NA,NA,2740,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.879507, -87.626037)","001100000",NA
"1908",40680,"Adams/Wabash",NA,NA,1905,2017-12-30,12,"Dec",2017,30,"Saturday","(41.879507, -87.626037)","001100000",NA
"2072",40680,"Adams/Wabash",NA,NA,7016,2017-12-14,12,"Dec",2017,14,"Thursday","(41.879507, -87.626037)","001100000",NA
"2116",40680,"Adams/Wabash",NA,NA,1279,2017-12-24,12,"Dec",2017,24,"Sunday","(41.879507, -87.626037)","001100000",NA
"2119",40680,"Adams/Wabash",NA,NA,4274,2017-12-29,12,"Dec",2017,29,"Friday","(41.879507, -87.626037)","001100000",NA
"2309",40680,"Adams/Wabash",NA,NA,7745,2017-12-07,12,"Dec",2017,7,"Thursday","(41.879507, -87.626037)","001100000",NA
"2456",40680,"Adams/Wabash",NA,NA,483,2017-12-25,12,"Dec",2017,25,"Monday","(41.879507, -87.626037)","001100000",NA
"2633",40680,"Adams/Wabash",NA,NA,1419,2017-12-31,12,"Dec",2017,31,"Sunday","(41.879507, -87.626037)","001100000",NA
"2764",40680,"Adams/Wabash",NA,NA,6938,2017-12-08,12,"Dec",2017,8,"Friday","(41.879507, -87.626037)","001100000",NA
"2900",40680,"Adams/Wabash",NA,NA,6225,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.879507, -87.626037)","001100000",NA
"2941",40680,"Adams/Wabash",NA,NA,6798,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.879507, -87.626037)","001100000",NA
"3066",40680,"Adams/Wabash",NA,NA,5129,2017-12-22,12,"Dec",2017,22,"Friday","(41.879507, -87.626037)","001100000",NA
"3371",40680,"Adams/Wabash",NA,NA,6518,2017-12-11,12,"Dec",2017,11,"Monday","(41.879507, -87.626037)","001100000",NA
"3403",40680,"Adams/Wabash",NA,NA,6141,2017-12-18,12,"Dec",2017,18,"Monday","(41.879507, -87.626037)","001100000",NA
"3423",40680,"Adams/Wabash",NA,NA,7056,2017-12-04,12,"Dec",2017,4,"Monday","(41.879507, -87.626037)","001100000",NA
"3727",40680,"Adams/Wabash",NA,NA,3842,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.879507, -87.626037)","001100000",NA
"3734",40680,"Adams/Wabash",NA,NA,2410,2017-12-23,12,"Dec",2017,23,"Saturday","(41.879507, -87.626037)","001100000",NA
"3821",40680,"Adams/Wabash",NA,NA,2089,2017-12-10,12,"Dec",2017,10,"Sunday","(41.879507, -87.626037)","001100000",NA
"3971",40680,"Adams/Wabash",NA,NA,6146,2017-12-21,12,"Dec",2017,21,"Thursday","(41.879507, -87.626037)","001100000",NA
"4342",40680,"Adams/Wabash",NA,NA,6806,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.879507, -87.626037)","001100000",NA
"4807",40680,"Adams/Wabash",NA,NA,7766,2018-03-14,3,"Mar",2018,14,"Wednesday","(41.879507, -87.626037)","001100000",NA
"4873",40680,"Adams/Wabash",NA,NA,1985,2018-03-11,3,"Mar",2018,11,"Sunday","(41.879507, -87.626037)","001100000",NA
"5136",40680,"Adams/Wabash",NA,NA,7086,2018-03-22,3,"Mar",2018,22,"Thursday","(41.879507, -87.626037)","001100000",NA
"5365",40680,"Adams/Wabash",NA,NA,8046,2018-02-15,2,"Feb",2018,15,"Thursday","(41.879507, -87.626037)","001100000",NA
"5895",40680,"Adams/Wabash",NA,NA,3588,2018-01-15,1,"Jan",2018,15,"Monday","(41.879507, -87.626037)","001100000",NA
"6032",40680,"Adams/Wabash",NA,NA,8138,2018-03-01,3,"Mar",2018,1,"Thursday","(41.879507, -87.626037)","001100000",NA
"6050",40680,"Adams/Wabash",NA,NA,7341,2018-02-12,2,"Feb",2018,12,"Monday","(41.879507, -87.626037)","001100000",NA
"6078",40680,"Adams/Wabash",NA,NA,7870,2018-03-29,3,"Mar",2018,29,"Thursday","(41.879507, -87.626037)","001100000",NA
"6121",40680,"Adams/Wabash",NA,NA,2062,2018-02-25,2,"Feb",2018,25,"Sunday","(41.879507, -87.626037)","001100000",NA
"6198",40680,"Adams/Wabash",NA,NA,6860,2018-02-23,2,"Feb",2018,23,"Friday","(41.879507, -87.626037)","001100000",NA
"6362",40680,"Adams/Wabash",NA,NA,7474,2018-01-10,1,"Jan",2018,10,"Wednesday","(41.879507, -87.626037)","001100000",NA
"6375",40680,"Adams/Wabash",NA,NA,6277,2018-03-17,3,"Mar",2018,17,"Saturday","(41.879507, -87.626037)","001100000",NA
"6623",40680,"Adams/Wabash",NA,NA,1566,2018-02-11,2,"Feb",2018,11,"Sunday","(41.879507, -87.626037)","001100000",NA
"6940",40680,"Adams/Wabash",NA,NA,7349,2018-02-05,2,"Feb",2018,5,"Monday","(41.879507, -87.626037)","001100000",NA
"7057",40680,"Adams/Wabash",NA,NA,4311,2018-02-09,2,"Feb",2018,9,"Friday","(41.879507, -87.626037)","001100000",NA
"7116",40680,"Adams/Wabash",NA,NA,7905,2018-01-24,1,"Jan",2018,24,"Wednesday","(41.879507, -87.626037)","001100000",NA
"7294",40680,"Adams/Wabash",NA,NA,1893,2018-01-06,1,"Jan",2018,6,"Saturday","(41.879507, -87.626037)","001100000",NA
"7452",40680,"Adams/Wabash",NA,NA,6566,2018-02-02,2,"Feb",2018,2,"Friday","(41.879507, -87.626037)","001100000",NA
"7495",40680,"Adams/Wabash",NA,NA,7986,2018-03-28,3,"Mar",2018,28,"Wednesday","(41.879507, -87.626037)","001100000",NA
"7947",40680,"Adams/Wabash",NA,NA,7291,2018-03-05,3,"Mar",2018,5,"Monday","(41.879507, -87.626037)","001100000",NA
"7975",40680,"Adams/Wabash",NA,NA,5382,2018-01-05,1,"Jan",2018,5,"Friday","(41.879507, -87.626037)","001100000",NA
"8136",40680,"Adams/Wabash",NA,NA,7258,2018-03-26,3,"Mar",2018,26,"Monday","(41.879507, -87.626037)","001100000",NA
"8191",40680,"Adams/Wabash",NA,NA,2687,2018-03-31,3,"Mar",2018,31,"Saturday","(41.879507, -87.626037)","001100000",NA
"8314",40680,"Adams/Wabash",NA,NA,1697,2018-01-21,1,"Jan",2018,21,"Sunday","(41.879507, -87.626037)","001100000",NA
"8327",40680,"Adams/Wabash",NA,NA,8255,2018-02-28,2,"Feb",2018,28,"Wednesday","(41.879507, -87.626037)","001100000",NA
"8333",40680,"Adams/Wabash",NA,NA,7104,2018-03-19,3,"Mar",2018,19,"Monday","(41.879507, -87.626037)","001100000",NA
"8392",40680,"Adams/Wabash",NA,NA,7172,2018-01-09,1,"Jan",2018,9,"Tuesday","(41.879507, -87.626037)","001100000",NA
"8437",40680,"Adams/Wabash",NA,NA,2546,2018-02-03,2,"Feb",2018,3,"Saturday","(41.879507, -87.626037)","001100000",NA
"8634",40680,"Adams/Wabash",NA,NA,3047,2018-02-24,2,"Feb",2018,24,"Saturday","(41.879507, -87.626037)","001100000",NA
"8695",40680,"Adams/Wabash",NA,NA,6586,2018-02-16,2,"Feb",2018,16,"Friday","(41.879507, -87.626037)","001100000",NA
"8802",40680,"Adams/Wabash",NA,NA,2162,2018-01-13,1,"Jan",2018,13,"Saturday","(41.879507, -87.626037)","001100000",NA
"9095",40680,"Adams/Wabash",NA,NA,2039,2018-02-18,2,"Feb",2018,18,"Sunday","(41.879507, -87.626037)","001100000",NA
"9185",40680,"Adams/Wabash",NA,NA,8091,2018-02-27,2,"Feb",2018,27,"Tuesday","(41.879507, -87.626037)","001100000",NA
"9320",40680,"Adams/Wabash",NA,NA,945,2018-01-01,1,"Jan",2018,1,"Monday","(41.879507, -87.626037)","001100000",NA
"9461",40680,"Adams/Wabash",NA,NA,7739,2018-02-14,2,"Feb",2018,14,"Wednesday","(41.879507, -87.626037)","001100000",NA
"9610",40680,"Adams/Wabash",NA,NA,6251,2018-03-30,3,"Mar",2018,30,"Friday","(41.879507, -87.626037)","001100000",NA
"9683",40680,"Adams/Wabash",NA,NA,1614,2018-01-14,1,"Jan",2018,14,"Sunday","(41.879507, -87.626037)","001100000",NA
"9759",40680,"Adams/Wabash",NA,NA,2904,2018-02-17,2,"Feb",2018,17,"Saturday","(41.879507, -87.626037)","001100000",NA
"9910",40680,"Adams/Wabash",NA,NA,2450,2018-02-10,2,"Feb",2018,10,"Saturday","(41.879507, -87.626037)","001100000",NA
"9916",40680,"Adams/Wabash",NA,NA,1306,2018-01-07,1,"Jan",2018,7,"Sunday","(41.879507, -87.626037)","001100000",NA
"10244",40680,"Adams/Wabash",NA,NA,6698,2018-01-20,1,"Jan",2018,20,"Saturday","(41.879507, -87.626037)","001100000",NA
"10651",40680,"Adams/Wabash",NA,NA,7058,2018-01-08,1,"Jan",2018,8,"Monday","(41.879507, -87.626037)","001100000",NA
"10913",40680,"Adams/Wabash",NA,NA,7934,2018-02-26,2,"Feb",2018,26,"Monday","(41.879507, -87.626037)","001100000",NA
"10953",40680,"Adams/Wabash",NA,NA,6995,2018-03-09,3,"Mar",2018,9,"Friday","(41.879507, -87.626037)","001100000",NA
"11004",40680,"Adams/Wabash",NA,NA,7432,2018-01-29,1,"Jan",2018,29,"Monday","(41.879507, -87.626037)","001100000",NA
"11062",40680,"Adams/Wabash",NA,NA,7757,2018-01-31,1,"Jan",2018,31,"Wednesday","(41.879507, -87.626037)","001100000",NA
"11607",40680,"Adams/Wabash",NA,NA,7781,2018-02-06,2,"Feb",2018,6,"Tuesday","(41.879507, -87.626037)","001100000",NA
"11721",40680,"Adams/Wabash",NA,NA,2958,2018-03-03,3,"Mar",2018,3,"Saturday","(41.879507, -87.626037)","001100000",NA
"11998",40680,"Adams/Wabash",NA,NA,3498,2018-03-25,3,"Mar",2018,25,"Sunday","(41.879507, -87.626037)","001100000",NA
"12096",40680,"Adams/Wabash",NA,NA,6522,2018-01-04,1,"Jan",2018,4,"Thursday","(41.879507, -87.626037)","001100000",NA
"12244",40680,"Adams/Wabash",NA,NA,6145,2018-01-03,1,"Jan",2018,3,"Wednesday","(41.879507, -87.626037)","001100000",NA
"12254",40680,"Adams/Wabash",NA,NA,8378,2018-02-22,2,"Feb",2018,22,"Thursday","(41.879507, -87.626037)","001100000",NA
"12273",40680,"Adams/Wabash",NA,NA,2965,2018-03-24,3,"Mar",2018,24,"Saturday","(41.879507, -87.626037)","001100000",NA
"12293",40680,"Adams/Wabash",NA,NA,8392,2018-01-25,1,"Jan",2018,25,"Thursday","(41.879507, -87.626037)","001100000",NA
"12691",40680,"Adams/Wabash",NA,NA,8026,2018-02-08,2,"Feb",2018,8,"Thursday","(41.879507, -87.626037)","001100000",NA
"12748",40680,"Adams/Wabash",NA,NA,6805,2018-03-23,3,"Mar",2018,23,"Friday","(41.879507, -87.626037)","001100000",NA
"12861",40680,"Adams/Wabash",NA,NA,7743,2018-03-12,3,"Mar",2018,12,"Monday","(41.879507, -87.626037)","001100000",NA
"13032",40680,"Adams/Wabash",NA,NA,7705,2018-01-22,1,"Jan",2018,22,"Monday","(41.879507, -87.626037)","001100000",NA
"13078",40680,"Adams/Wabash",NA,NA,8082,2018-03-08,3,"Mar",2018,8,"Thursday","(41.879507, -87.626037)","001100000",NA
"13115",40680,"Adams/Wabash",NA,NA,8120,2018-02-21,2,"Feb",2018,21,"Wednesday","(41.879507, -87.626037)","001100000",NA
"13482",40680,"Adams/Wabash",NA,NA,6905,2018-03-20,3,"Mar",2018,20,"Tuesday","(41.879507, -87.626037)","001100000",NA
"13503",40680,"Adams/Wabash",NA,NA,5564,2018-02-19,2,"Feb",2018,19,"Monday","(41.879507, -87.626037)","001100000",NA
"13540",40680,"Adams/Wabash",NA,NA,1838,2018-03-04,3,"Mar",2018,4,"Sunday","(41.879507, -87.626037)","001100000",NA
"13808",40680,"Adams/Wabash",NA,NA,1802,2018-01-28,1,"Jan",2018,28,"Sunday","(41.879507, -87.626037)","001100000",NA
"13939",40680,"Adams/Wabash",NA,NA,7073,2018-03-21,3,"Mar",2018,21,"Wednesday","(41.879507, -87.626037)","001100000",NA
"13975",40680,"Adams/Wabash",NA,NA,7970,2018-03-15,3,"Mar",2018,15,"Thursday","(41.879507, -87.626037)","001100000",NA
"14087",40680,"Adams/Wabash",NA,NA,7759,2018-02-07,2,"Feb",2018,7,"Wednesday","(41.879507, -87.626037)","001100000",NA
"14222",40680,"Adams/Wabash",NA,NA,7814,2018-03-06,3,"Mar",2018,6,"Tuesday","(41.879507, -87.626037)","001100000",NA
"14352",40680,"Adams/Wabash",NA,NA,7851,2018-01-11,1,"Jan",2018,11,"Thursday","(41.879507, -87.626037)","001100000",NA
"14356",40680,"Adams/Wabash",NA,NA,8048,2018-02-13,2,"Feb",2018,13,"Tuesday","(41.879507, -87.626037)","001100000",NA
"14494",40680,"Adams/Wabash",NA,NA,6366,2018-01-19,1,"Jan",2018,19,"Friday","(41.879507, -87.626037)","001100000",NA
"14582",40680,"Adams/Wabash",NA,NA,6862,2018-01-26,1,"Jan",2018,26,"Friday","(41.879507, -87.626037)","001100000",NA
"14825",40680,"Adams/Wabash",NA,NA,5122,2018-01-02,1,"Jan",2018,2,"Tuesday","(41.879507, -87.626037)","001100000",NA
"15255",40680,"Adams/Wabash",NA,NA,7382,2018-01-16,1,"Jan",2018,16,"Tuesday","(41.879507, -87.626037)","001100000",NA
"15423",40680,"Adams/Wabash",NA,NA,8268,2018-01-30,1,"Jan",2018,30,"Tuesday","(41.879507, -87.626037)","001100000",NA
"15433",40680,"Adams/Wabash",NA,NA,7825,2018-02-20,2,"Feb",2018,20,"Tuesday","(41.879507, -87.626037)","001100000",NA
"15707",40680,"Adams/Wabash",NA,NA,1481,2018-02-04,2,"Feb",2018,4,"Sunday","(41.879507, -87.626037)","001100000",NA
"15987",40680,"Adams/Wabash",NA,NA,7683,2018-03-27,3,"Mar",2018,27,"Tuesday","(41.879507, -87.626037)","001100000",NA
"16059",40680,"Adams/Wabash",NA,NA,2283,2018-03-18,3,"Mar",2018,18,"Sunday","(41.879507, -87.626037)","001100000",NA
"16066",40680,"Adams/Wabash",NA,NA,8077,2018-02-01,2,"Feb",2018,1,"Thursday","(41.879507, -87.626037)","001100000",NA
"16094",40680,"Adams/Wabash",NA,NA,7410,2018-01-17,1,"Jan",2018,17,"Wednesday","(41.879507, -87.626037)","001100000",NA
"16590",40680,"Adams/Wabash",NA,NA,2902,2018-03-10,3,"Mar",2018,10,"Saturday","(41.879507, -87.626037)","001100000",NA
"16634",40680,"Adams/Wabash",NA,NA,8026,2018-01-18,1,"Jan",2018,18,"Thursday","(41.879507, -87.626037)","001100000",NA
"16733",40680,"Adams/Wabash",NA,NA,6025,2018-01-12,1,"Jan",2018,12,"Friday","(41.879507, -87.626037)","001100000",NA
"16902",40680,"Adams/Wabash",NA,NA,6964,2018-03-02,3,"Mar",2018,2,"Friday","(41.879507, -87.626037)","001100000",NA
"16989",40680,"Adams/Wabash",NA,NA,7873,2018-03-07,3,"Mar",2018,7,"Wednesday","(41.879507, -87.626037)","001100000",NA
"17018",40680,"Adams/Wabash",NA,NA,2674,2018-01-27,1,"Jan",2018,27,"Saturday","(41.879507, -87.626037)","001100000",NA
"17171",40680,"Adams/Wabash",NA,NA,6844,2018-03-16,3,"Mar",2018,16,"Friday","(41.879507, -87.626037)","001100000",NA
"17341",40680,"Adams/Wabash",NA,NA,7914,2018-01-23,1,"Jan",2018,23,"Tuesday","(41.879507, -87.626037)","001100000",NA
"17422",40680,"Adams/Wabash",NA,NA,7570,2018-03-13,3,"Mar",2018,13,"Tuesday","(41.879507, -87.626037)","001100000",NA
"17569",40680,"Adams/Wabash",NA,NA,7530,2018-04-03,4,"Apr",2018,3,"Tuesday","(41.879507, -87.626037)","001100000",NA
"17581",40680,"Adams/Wabash",NA,NA,8397,2018-05-01,5,"May",2018,1,"Tuesday","(41.879507, -87.626037)","001100000",NA
"17626",40680,"Adams/Wabash",NA,NA,6763,2018-06-22,6,"Jun",2018,22,"Friday","(41.879507, -87.626037)","001100000",NA
"17688",40680,"Adams/Wabash",NA,NA,7019,2018-04-06,4,"Apr",2018,6,"Friday","(41.879507, -87.626037)","001100000",NA
"17865",40680,"Adams/Wabash",NA,NA,8468,2018-05-08,5,"May",2018,8,"Tuesday","(41.879507, -87.626037)","001100000",NA
"18131",40680,"Adams/Wabash",NA,NA,4238,2018-05-26,5,"May",2018,26,"Saturday","(41.879507, -87.626037)","001100000",NA
"18136",40680,"Adams/Wabash",NA,NA,6885,2018-04-13,4,"Apr",2018,13,"Friday","(41.879507, -87.626037)","001100000",NA
"18275",40680,"Adams/Wabash",NA,NA,2941,2018-04-14,4,"Apr",2018,14,"Saturday","(41.879507, -87.626037)","001100000",NA
"18598",40680,"Adams/Wabash",NA,NA,6993,2018-05-04,5,"May",2018,4,"Friday","(41.879507, -87.626037)","001100000",NA
"18882",40680,"Adams/Wabash",NA,NA,6948,2018-05-18,5,"May",2018,18,"Friday","(41.879507, -87.626037)","001100000",NA
"18909",40680,"Adams/Wabash",NA,NA,6972,2018-04-27,4,"Apr",2018,27,"Friday","(41.879507, -87.626037)","001100000",NA
"18920",40680,"Adams/Wabash",NA,NA,8119,2018-05-31,5,"May",2018,31,"Thursday","(41.879507, -87.626037)","001100000",NA
"19225",40680,"Adams/Wabash",NA,NA,6992,2018-06-19,6,"Jun",2018,19,"Tuesday","(41.879507, -87.626037)","001100000",NA
"19277",40680,"Adams/Wabash",NA,NA,2539,2018-05-28,5,"May",2018,28,"Monday","(41.879507, -87.626037)","001100000",NA
"19469",40680,"Adams/Wabash",NA,NA,7065,2018-06-08,6,"Jun",2018,8,"Friday","(41.879507, -87.626037)","001100000",NA
"19487",40680,"Adams/Wabash",NA,NA,7056,2018-06-11,6,"Jun",2018,11,"Monday","(41.879507, -87.626037)","001100000",NA
"19505",40680,"Adams/Wabash",NA,NA,3372,2018-06-02,6,"Jun",2018,2,"Saturday","(41.879507, -87.626037)","001100000",NA
"19529",40680,"Adams/Wabash",NA,NA,3184,2018-04-28,4,"Apr",2018,28,"Saturday","(41.879507, -87.626037)","001100000",NA
"19644",40680,"Adams/Wabash",NA,NA,3971,2018-06-30,6,"Jun",2018,30,"Saturday","(41.879507, -87.626037)","001100000",NA
