"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"74",40430,"Clinton-Forest Park",NA,NA,2495,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.875539, -87.640984)","010000000",NA
"468",40430,"Clinton-Forest Park",NA,NA,3748,2017-12-07,12,"Dec",2017,7,"Thursday","(41.875539, -87.640984)","010000000",NA
"584",40430,"Clinton-Forest Park",NA,NA,1142,2017-12-03,12,"Dec",2017,3,"Sunday","(41.875539, -87.640984)","010000000",NA
"622",40430,"Clinton-Forest Park",NA,NA,1048,2017-12-10,12,"Dec",2017,10,"Sunday","(41.875539, -87.640984)","010000000",NA
"716",40430,"Clinton-Forest Park",NA,NA,3896,2017-12-04,12,"Dec",2017,4,"Monday","(41.875539, -87.640984)","010000000",NA
"728",40430,"Clinton-Forest Park",NA,NA,3779,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.875539, -87.640984)","010000000",NA
"754",40430,"Clinton-Forest Park",NA,NA,2033,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.875539, -87.640984)","010000000",NA
"767",40430,"Clinton-Forest Park",NA,NA,866,2017-12-24,12,"Dec",2017,24,"Sunday","(41.875539, -87.640984)","010000000",NA
"854",40430,"Clinton-Forest Park",NA,NA,3698,2017-12-08,12,"Dec",2017,8,"Friday","(41.875539, -87.640984)","010000000",NA
"1205",40430,"Clinton-Forest Park",NA,NA,1023,2017-12-31,12,"Dec",2017,31,"Sunday","(41.875539, -87.640984)","010000000",NA
"1326",40430,"Clinton-Forest Park",NA,NA,3767,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.875539, -87.640984)","010000000",NA
"1893",40430,"Clinton-Forest Park",NA,NA,3740,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.875539, -87.640984)","010000000",NA
"2015",40430,"Clinton-Forest Park",NA,NA,3900,2017-12-11,12,"Dec",2017,11,"Monday","(41.875539, -87.640984)","010000000",NA
"2065",40430,"Clinton-Forest Park",NA,NA,3635,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.875539, -87.640984)","010000000",NA
"2171",40430,"Clinton-Forest Park",NA,NA,2641,2017-12-28,12,"Dec",2017,28,"Thursday","(41.875539, -87.640984)","010000000",NA
