"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"68",41320,"Belmont-North Main",NA,NA,6981,2017-12-28,12,"Dec",2017,28,"Thursday","(41.939751, -87.65338)","000101000",NA
"142",41320,"Belmont-North Main",NA,NA,11192,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.939751, -87.65338)","000101000",NA
"440",41320,"Belmont-North Main",NA,NA,11136,2017-12-11,12,"Dec",2017,11,"Monday","(41.939751, -87.65338)","000101000",NA
"639",41320,"Belmont-North Main",NA,NA,10749,2017-12-21,12,"Dec",2017,21,"Thursday","(41.939751, -87.65338)","000101000",NA
"800",41320,"Belmont-North Main",NA,NA,2996,2017-12-24,12,"Dec",2017,24,"Sunday","(41.939751, -87.65338)","000101000",NA
"808",41320,"Belmont-North Main",NA,NA,8970,2017-12-09,12,"Dec",2017,9,"Saturday","(41.939751, -87.65338)","000101000",NA
"888",41320,"Belmont-North Main",NA,NA,7554,2017-12-29,12,"Dec",2017,29,"Friday","(41.939751, -87.65338)","000101000",NA
"934",41320,"Belmont-North Main",NA,NA,11411,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.939751, -87.65338)","000101000",NA
"1000",41320,"Belmont-North Main",NA,NA,5541,2017-12-30,12,"Dec",2017,30,"Saturday","(41.939751, -87.65338)","000101000",NA
"1028",41320,"Belmont-North Main",NA,NA,5649,2017-12-23,12,"Dec",2017,23,"Saturday","(41.939751, -87.65338)","000101000",NA
"1272",41320,"Belmont-North Main",NA,NA,1346,2017-12-25,12,"Dec",2017,25,"Monday","(41.939751, -87.65338)","000101000",NA
"1402",41320,"Belmont-North Main",NA,NA,11012,2017-12-18,12,"Dec",2017,18,"Monday","(41.939751, -87.65338)","000101000",NA
"1416",41320,"Belmont-North Main",NA,NA,6319,2017-12-10,12,"Dec",2017,10,"Sunday","(41.939751, -87.65338)","000101000",NA
"1704",41320,"Belmont-North Main",NA,NA,11508,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.939751, -87.65338)","000101000",NA
"2138",41320,"Belmont-North Main",NA,NA,11490,2017-12-04,12,"Dec",2017,4,"Monday","(41.939751, -87.65338)","000101000",NA
"2281",41320,"Belmont-North Main",NA,NA,11347,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.939751, -87.65338)","000101000",NA
"2352",41320,"Belmont-North Main",NA,NA,11731,2017-12-14,12,"Dec",2017,14,"Thursday","(41.939751, -87.65338)","000101000",NA
"2399",41320,"Belmont-North Main",NA,NA,11599,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.939751, -87.65338)","000101000",NA
"2558",41320,"Belmont-North Main",NA,NA,11719,2017-12-07,12,"Dec",2017,7,"Thursday","(41.939751, -87.65338)","000101000",NA
"2934",41320,"Belmont-North Main",NA,NA,6512,2017-12-17,12,"Dec",2017,17,"Sunday","(41.939751, -87.65338)","000101000",NA
