"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"282",40600,"Kostner",NA,NA,552,2017-12-07,12,"Dec",2017,7,"Thursday","(41.853751, -87.733258)","000000100",NA
"303",40600,"Kostner",NA,NA,226,2017-12-30,12,"Dec",2017,30,"Saturday","(41.853751, -87.733258)","000000100",NA
"476",40600,"Kostner",NA,NA,498,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.853751, -87.733258)","000000100",NA
"1104",40600,"Kostner",NA,NA,514,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.853751, -87.733258)","000000100",NA
"1267",40600,"Kostner",NA,NA,577,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.853751, -87.733258)","000000100",NA
"1377",40600,"Kostner",NA,NA,286,2017-12-09,12,"Dec",2017,9,"Saturday","(41.853751, -87.733258)","000000100",NA
"1437",40600,"Kostner",NA,NA,271,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.853751, -87.733258)","000000100",NA
"1534",40600,"Kostner",NA,NA,231,2017-12-23,12,"Dec",2017,23,"Saturday","(41.853751, -87.733258)","000000100",NA
"1699",40600,"Kostner",NA,NA,334,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.853751, -87.733258)","000000100",NA
"1799",40600,"Kostner",NA,NA,126,2017-12-25,12,"Dec",2017,25,"Monday","(41.853751, -87.733258)","000000100",NA
"1900",40600,"Kostner",NA,NA,602,2017-12-01,12,"Dec",2017,1,"Friday","(41.853751, -87.733258)","000000100",NA
"2051",40600,"Kostner",NA,NA,483,2017-12-21,12,"Dec",2017,21,"Thursday","(41.853751, -87.733258)","000000100",NA
"2457",40600,"Kostner",NA,NA,541,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.853751, -87.733258)","000000100",NA
"2473",40600,"Kostner",NA,NA,503,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.853751, -87.733258)","000000100",NA
"2562",40600,"Kostner",NA,NA,450,2017-12-22,12,"Dec",2017,22,"Friday","(41.853751, -87.733258)","000000100",NA
"2663",40600,"Kostner",NA,NA,220,2017-12-17,12,"Dec",2017,17,"Sunday","(41.853751, -87.733258)","000000100",NA
"2841",40600,"Kostner",NA,NA,487,2017-12-11,12,"Dec",2017,11,"Monday","(41.853751, -87.733258)","000000100",NA
"2867",40600,"Kostner",NA,NA,526,2017-12-18,12,"Dec",2017,18,"Monday","(41.853751, -87.733258)","000000100",NA
"2973",40600,"Kostner",NA,NA,488,2017-12-14,12,"Dec",2017,14,"Thursday","(41.853751, -87.733258)","000000100",NA
"3094",40600,"Kostner",NA,NA,163,2017-12-31,12,"Dec",2017,31,"Sunday","(41.853751, -87.733258)","000000100",NA
"3175",40600,"Kostner",NA,NA,458,2017-12-15,12,"Dec",2017,15,"Friday","(41.853751, -87.733258)","000000100",NA
"3338",40600,"Kostner",NA,NA,498,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.853751, -87.733258)","000000100",NA
"3344",40600,"Kostner",NA,NA,532,2017-12-08,12,"Dec",2017,8,"Friday","(41.853751, -87.733258)","000000100",NA
"3354",40600,"Kostner",NA,NA,342,2017-12-29,12,"Dec",2017,29,"Friday","(41.853751, -87.733258)","000000100",NA
"3611",40600,"Kostner",NA,NA,349,2017-12-28,12,"Dec",2017,28,"Thursday","(41.853751, -87.733258)","000000100",NA
"3686",40600,"Kostner",NA,NA,210,2017-12-10,12,"Dec",2017,10,"Sunday","(41.853751, -87.733258)","000000100",NA
"3735",40600,"Kostner",NA,NA,308,2017-12-02,12,"Dec",2017,2,"Saturday","(41.853751, -87.733258)","000000100",NA
"3736",40600,"Kostner",NA,NA,281,2017-12-16,12,"Dec",2017,16,"Saturday","(41.853751, -87.733258)","000000100",NA
"3753",40600,"Kostner",NA,NA,555,2017-12-04,12,"Dec",2017,4,"Monday","(41.853751, -87.733258)","000000100",NA
"4391",40600,"Kostner",NA,NA,269,2017-12-03,12,"Dec",2017,3,"Sunday","(41.853751, -87.733258)","000000100",NA
