"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"71",40310,"Western-Orange",NA,NA,541,2017-12-25,12,"Dec",2017,25,"Monday","(41.804546, -87.684019)","000000010",NA
"94",40310,"Western-Orange",NA,NA,3834,2017-12-14,12,"Dec",2017,14,"Thursday","(41.804546, -87.684019)","000000010",NA
"365",40310,"Western-Orange",NA,NA,2313,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.804546, -87.684019)","000000010",NA
"426",40310,"Western-Orange",NA,NA,3921,2017-12-07,12,"Dec",2017,7,"Thursday","(41.804546, -87.684019)","000000010",NA
"739",40310,"Western-Orange",NA,NA,3454,2017-12-21,12,"Dec",2017,21,"Thursday","(41.804546, -87.684019)","000000010",NA
"909",40310,"Western-Orange",NA,NA,2501,2017-12-28,12,"Dec",2017,28,"Thursday","(41.804546, -87.684019)","000000010",NA
"960",40310,"Western-Orange",NA,NA,3644,2017-12-15,12,"Dec",2017,15,"Friday","(41.804546, -87.684019)","000000010",NA
"1232",40310,"Western-Orange",NA,NA,1284,2017-12-10,12,"Dec",2017,10,"Sunday","(41.804546, -87.684019)","000000010",NA
"1343",40310,"Western-Orange",NA,NA,3407,2017-12-22,12,"Dec",2017,22,"Friday","(41.804546, -87.684019)","000000010",NA
"1382",40310,"Western-Orange",NA,NA,1395,2017-12-17,12,"Dec",2017,17,"Sunday","(41.804546, -87.684019)","000000010",NA
"1403",40310,"Western-Orange",NA,NA,2246,2017-12-02,12,"Dec",2017,2,"Saturday","(41.804546, -87.684019)","000000010",NA
"1482",40310,"Western-Orange",NA,NA,3482,2017-12-18,12,"Dec",2017,18,"Monday","(41.804546, -87.684019)","000000010",NA
"1649",40310,"Western-Orange",NA,NA,3917,2017-12-04,12,"Dec",2017,4,"Monday","(41.804546, -87.684019)","000000010",NA
"1756",40310,"Western-Orange",NA,NA,2165,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.804546, -87.684019)","000000010",NA
"2001",40310,"Western-Orange",NA,NA,1648,2017-12-03,12,"Dec",2017,3,"Sunday","(41.804546, -87.684019)","000000010",NA
"2113",40310,"Western-Orange",NA,NA,3872,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.804546, -87.684019)","000000010",NA
"2321",40310,"Western-Orange",NA,NA,3666,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.804546, -87.684019)","000000010",NA
"2342",40310,"Western-Orange",NA,NA,1357,2017-12-30,12,"Dec",2017,30,"Saturday","(41.804546, -87.684019)","000000010",NA
"2458",40310,"Western-Orange",NA,NA,3931,2017-12-01,12,"Dec",2017,1,"Friday","(41.804546, -87.684019)","000000010",NA
"2459",40310,"Western-Orange",NA,NA,3697,2017-12-08,12,"Dec",2017,8,"Friday","(41.804546, -87.684019)","000000010",NA
"2526",40310,"Western-Orange",NA,NA,3736,2017-12-11,12,"Dec",2017,11,"Monday","(41.804546, -87.684019)","000000010",NA
"2580",40310,"Western-Orange",NA,NA,1091,2017-12-24,12,"Dec",2017,24,"Sunday","(41.804546, -87.684019)","000000010",NA
"2816",40310,"Western-Orange",NA,NA,1789,2017-12-23,12,"Dec",2017,23,"Saturday","(41.804546, -87.684019)","000000010",NA
"2892",40310,"Western-Orange",NA,NA,3914,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.804546, -87.684019)","000000010",NA
"2919",40310,"Western-Orange",NA,NA,1998,2017-12-16,12,"Dec",2017,16,"Saturday","(41.804546, -87.684019)","000000010",NA
"2935",40310,"Western-Orange",NA,NA,3725,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.804546, -87.684019)","000000010",NA
"3266",40310,"Western-Orange",NA,NA,3504,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.804546, -87.684019)","000000010",NA
"3398",40310,"Western-Orange",NA,NA,2625,2017-12-29,12,"Dec",2017,29,"Friday","(41.804546, -87.684019)","000000010",NA
"3729",40310,"Western-Orange",NA,NA,1058,2017-12-31,12,"Dec",2017,31,"Sunday","(41.804546, -87.684019)","000000010",NA
"4214",40310,"Western-Orange",NA,NA,1890,2017-12-09,12,"Dec",2017,9,"Saturday","(41.804546, -87.684019)","000000010",NA
"4388",40310,"Western-Orange",NA,NA,3615,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.804546, -87.684019)","000000010",NA
"4740",40310,"Western-Orange",NA,NA,3735,2018-02-01,2,"Feb",2018,1,"Thursday","(41.804546, -87.684019)","000000010",NA
"4786",40310,"Western-Orange",NA,NA,3529,2018-01-29,1,"Jan",2018,29,"Monday","(41.804546, -87.684019)","000000010",NA
"5022",40310,"Western-Orange",NA,NA,3910,2018-02-27,2,"Feb",2018,27,"Tuesday","(41.804546, -87.684019)","000000010",NA
"5068",40310,"Western-Orange",NA,NA,3738,2018-03-06,3,"Mar",2018,6,"Tuesday","(41.804546, -87.684019)","000000010",NA
"5314",40310,"Western-Orange",NA,NA,3766,2018-03-21,3,"Mar",2018,21,"Wednesday","(41.804546, -87.684019)","000000010",NA
"5382",40310,"Western-Orange",NA,NA,1370,2018-03-18,3,"Mar",2018,18,"Sunday","(41.804546, -87.684019)","000000010",NA
"5470",40310,"Western-Orange",NA,NA,1681,2018-01-27,1,"Jan",2018,27,"Saturday","(41.804546, -87.684019)","000000010",NA
"5474",40310,"Western-Orange",NA,NA,3603,2018-02-20,2,"Feb",2018,20,"Tuesday","(41.804546, -87.684019)","000000010",NA
"5558",40310,"Western-Orange",NA,NA,3787,2018-02-21,2,"Feb",2018,21,"Wednesday","(41.804546, -87.684019)","000000010",NA
"5592",40310,"Western-Orange",NA,NA,2490,2018-02-19,2,"Feb",2018,19,"Monday","(41.804546, -87.684019)","000000010",NA
"5797",40310,"Western-Orange",NA,NA,3453,2018-01-11,1,"Jan",2018,11,"Thursday","(41.804546, -87.684019)","000000010",NA
"5972",40310,"Western-Orange",NA,NA,2353,2018-02-09,2,"Feb",2018,9,"Friday","(41.804546, -87.684019)","000000010",NA
"6180",40310,"Western-Orange",NA,NA,1383,2018-01-06,1,"Jan",2018,6,"Saturday","(41.804546, -87.684019)","000000010",NA
"6271",40310,"Western-Orange",NA,NA,1070,2018-01-07,1,"Jan",2018,7,"Sunday","(41.804546, -87.684019)","000000010",NA
"6343",40310,"Western-Orange",NA,NA,3711,2018-01-18,1,"Jan",2018,18,"Thursday","(41.804546, -87.684019)","000000010",NA
"6449",40310,"Western-Orange",NA,NA,3899,2018-03-15,3,"Mar",2018,15,"Thursday","(41.804546, -87.684019)","000000010",NA
"6675",40310,"Western-Orange",NA,NA,3587,2018-01-26,1,"Jan",2018,26,"Friday","(41.804546, -87.684019)","000000010",NA
"6699",40310,"Western-Orange",NA,NA,1737,2018-02-24,2,"Feb",2018,24,"Saturday","(41.804546, -87.684019)","000000010",NA
"6737",40310,"Western-Orange",NA,NA,3753,2018-01-31,1,"Jan",2018,31,"Wednesday","(41.804546, -87.684019)","000000010",NA
"6783",40310,"Western-Orange",NA,NA,2695,2018-01-05,1,"Jan",2018,5,"Friday","(41.804546, -87.684019)","000000010",NA
"6841",40310,"Western-Orange",NA,NA,3637,2018-03-20,3,"Mar",2018,20,"Tuesday","(41.804546, -87.684019)","000000010",NA
"6927",40310,"Western-Orange",NA,NA,3755,2018-03-19,3,"Mar",2018,19,"Monday","(41.804546, -87.684019)","000000010",NA
"7029",40310,"Western-Orange",NA,NA,3159,2018-03-26,3,"Mar",2018,26,"Monday","(41.804546, -87.684019)","000000010",NA
"7155",40310,"Western-Orange",NA,NA,3804,2018-02-26,2,"Feb",2018,26,"Monday","(41.804546, -87.684019)","000000010",NA
"7480",40310,"Western-Orange",NA,NA,3807,2018-02-22,2,"Feb",2018,22,"Thursday","(41.804546, -87.684019)","000000010",NA
"7635",40310,"Western-Orange",NA,NA,2397,2018-01-02,1,"Jan",2018,2,"Tuesday","(41.804546, -87.684019)","000000010",NA
"8036",40310,"Western-Orange",NA,NA,3317,2018-02-05,2,"Feb",2018,5,"Monday","(41.804546, -87.684019)","000000010",NA
"8535",40310,"Western-Orange",NA,NA,763,2018-01-01,1,"Jan",2018,1,"Monday","(41.804546, -87.684019)","000000010",NA
"8785",40310,"Western-Orange",NA,NA,3783,2018-02-13,2,"Feb",2018,13,"Tuesday","(41.804546, -87.684019)","000000010",NA
"8817",40310,"Western-Orange",NA,NA,3577,2018-01-22,1,"Jan",2018,22,"Monday","(41.804546, -87.684019)","000000010",NA
"8975",40310,"Western-Orange",NA,NA,3675,2018-03-01,3,"Mar",2018,1,"Thursday","(41.804546, -87.684019)","000000010",NA
"9139",40310,"Western-Orange",NA,NA,3761,2018-03-12,3,"Mar",2018,12,"Monday","(41.804546, -87.684019)","000000010",NA
"9171",40310,"Western-Orange",NA,NA,2719,2018-01-04,1,"Jan",2018,4,"Thursday","(41.804546, -87.684019)","000000010",NA
"9353",40310,"Western-Orange",NA,NA,3141,2018-02-02,2,"Feb",2018,2,"Friday","(41.804546, -87.684019)","000000010",NA
"9550",40310,"Western-Orange",NA,NA,2697,2018-01-03,1,"Jan",2018,3,"Wednesday","(41.804546, -87.684019)","000000010",NA
"9735",40310,"Western-Orange",NA,NA,3828,2018-01-25,1,"Jan",2018,25,"Thursday","(41.804546, -87.684019)","000000010",NA
"9822",40310,"Western-Orange",NA,NA,3782,2018-03-22,3,"Mar",2018,22,"Thursday","(41.804546, -87.684019)","000000010",NA
"9835",40310,"Western-Orange",NA,NA,3838,2018-02-28,2,"Feb",2018,28,"Wednesday","(41.804546, -87.684019)","000000010",NA
"9980",40310,"Western-Orange",NA,NA,2997,2018-03-30,3,"Mar",2018,30,"Friday","(41.804546, -87.684019)","000000010",NA
"10082",40310,"Western-Orange",NA,NA,3798,2018-02-15,2,"Feb",2018,15,"Thursday","(41.804546, -87.684019)","000000010",NA
"10120",40310,"Western-Orange",NA,NA,3684,2018-03-16,3,"Mar",2018,16,"Friday","(41.804546, -87.684019)","000000010",NA
"10143",40310,"Western-Orange",NA,NA,1252,2018-02-18,2,"Feb",2018,18,"Sunday","(41.804546, -87.684019)","000000010",NA
"10241",40310,"Western-Orange",NA,NA,3241,2018-03-27,3,"Mar",2018,27,"Tuesday","(41.804546, -87.684019)","000000010",NA
"10479",40310,"Western-Orange",NA,NA,2109,2018-01-15,1,"Jan",2018,15,"Monday","(41.804546, -87.684019)","000000010",NA
"10727",40310,"Western-Orange",NA,NA,966,2018-02-04,2,"Feb",2018,4,"Sunday","(41.804546, -87.684019)","000000010",NA
"10760",40310,"Western-Orange",NA,NA,1638,2018-02-17,2,"Feb",2018,17,"Saturday","(41.804546, -87.684019)","000000010",NA
"10876",40310,"Western-Orange",NA,NA,3841,2018-02-14,2,"Feb",2018,14,"Wednesday","(41.804546, -87.684019)","000000010",NA
"11084",40310,"Western-Orange",NA,NA,1731,2018-01-20,1,"Jan",2018,20,"Saturday","(41.804546, -87.684019)","000000010",NA
"11127",40310,"Western-Orange",NA,NA,3538,2018-01-19,1,"Jan",2018,19,"Friday","(41.804546, -87.684019)","000000010",NA
"11221",40310,"Western-Orange",NA,NA,3751,2018-03-07,3,"Mar",2018,7,"Wednesday","(41.804546, -87.684019)","000000010",NA
"11229",40310,"Western-Orange",NA,NA,3365,2018-01-09,1,"Jan",2018,9,"Tuesday","(41.804546, -87.684019)","000000010",NA
"11489",40310,"Western-Orange",NA,NA,3603,2018-02-08,2,"Feb",2018,8,"Thursday","(41.804546, -87.684019)","000000010",NA
"11623",40310,"Western-Orange",NA,NA,1084,2018-01-14,1,"Jan",2018,14,"Sunday","(41.804546, -87.684019)","000000010",NA
"11720",40310,"Western-Orange",NA,NA,1803,2018-03-10,3,"Mar",2018,10,"Saturday","(41.804546, -87.684019)","000000010",NA
"11769",40310,"Western-Orange",NA,NA,1654,2018-03-24,3,"Mar",2018,24,"Saturday","(41.804546, -87.684019)","000000010",NA
"11909",40310,"Western-Orange",NA,NA,1263,2018-03-11,3,"Mar",2018,11,"Sunday","(41.804546, -87.684019)","000000010",NA
"11967",40310,"Western-Orange",NA,NA,3753,2018-03-13,3,"Mar",2018,13,"Tuesday","(41.804546, -87.684019)","000000010",NA
"12062",40310,"Western-Orange",NA,NA,1533,2018-02-10,2,"Feb",2018,10,"Saturday","(41.804546, -87.684019)","000000010",NA
"12089",40310,"Western-Orange",NA,NA,3614,2018-02-16,2,"Feb",2018,16,"Friday","(41.804546, -87.684019)","000000010",NA
"12212",40310,"Western-Orange",NA,NA,3383,2018-01-10,1,"Jan",2018,10,"Wednesday","(41.804546, -87.684019)","000000010",NA
"12345",40310,"Western-Orange",NA,NA,3577,2018-02-07,2,"Feb",2018,7,"Wednesday","(41.804546, -87.684019)","000000010",NA
"12562",40310,"Western-Orange",NA,NA,3705,2018-01-23,1,"Jan",2018,23,"Tuesday","(41.804546, -87.684019)","000000010",NA
"12690",40310,"Western-Orange",NA,NA,3561,2018-03-02,3,"Mar",2018,2,"Friday","(41.804546, -87.684019)","000000010",NA
"12695",40310,"Western-Orange",NA,NA,1306,2018-02-25,2,"Feb",2018,25,"Sunday","(41.804546, -87.684019)","000000010",NA
"12840",40310,"Western-Orange",NA,NA,1277,2018-03-25,3,"Mar",2018,25,"Sunday","(41.804546, -87.684019)","000000010",NA
"12872",40310,"Western-Orange",NA,NA,1504,2018-01-13,1,"Jan",2018,13,"Saturday","(41.804546, -87.684019)","000000010",NA
"12964",40310,"Western-Orange",NA,NA,3710,2018-03-09,3,"Mar",2018,9,"Friday","(41.804546, -87.684019)","000000010",NA
"13041",40310,"Western-Orange",NA,NA,1159,2018-01-21,1,"Jan",2018,21,"Sunday","(41.804546, -87.684019)","000000010",NA
"13096",40310,"Western-Orange",NA,NA,3597,2018-01-17,1,"Jan",2018,17,"Wednesday","(41.804546, -87.684019)","000000010",NA
"13293",40310,"Western-Orange",NA,NA,3681,2018-01-30,1,"Jan",2018,30,"Tuesday","(41.804546, -87.684019)","000000010",NA
"13466",40310,"Western-Orange",NA,NA,3340,2018-01-08,1,"Jan",2018,8,"Monday","(41.804546, -87.684019)","000000010",NA
