"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"416",40660,"Armitage",NA,NA,4478,2017-12-18,12,"Dec",2017,18,"Monday","(41.918217, -87.652644)","000101000",NA
"829",40660,"Armitage",NA,NA,3013,2017-12-02,12,"Dec",2017,2,"Saturday","(41.918217, -87.652644)","000101000",NA
"955",40660,"Armitage",NA,NA,1425,2017-12-23,12,"Dec",2017,23,"Saturday","(41.918217, -87.652644)","000101000",NA
"987",40660,"Armitage",NA,NA,4458,2017-12-07,12,"Dec",2017,7,"Thursday","(41.918217, -87.652644)","000101000",NA
"1054",40660,"Armitage",NA,NA,4491,2017-12-15,12,"Dec",2017,15,"Friday","(41.918217, -87.652644)","000101000",NA
"1075",40660,"Armitage",NA,NA,2426,2017-12-16,12,"Dec",2017,16,"Saturday","(41.918217, -87.652644)","000101000",NA
"1238",40660,"Armitage",NA,NA,1524,2017-12-10,12,"Dec",2017,10,"Sunday","(41.918217, -87.652644)","000101000",NA
"1276",40660,"Armitage",NA,NA,4427,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.918217, -87.652644)","000101000",NA
"1670",40660,"Armitage",NA,NA,2242,2017-12-09,12,"Dec",2017,9,"Saturday","(41.918217, -87.652644)","000101000",NA
"1694",40660,"Armitage",NA,NA,4852,2017-12-01,12,"Dec",2017,1,"Friday","(41.918217, -87.652644)","000101000",NA
"1955",40660,"Armitage",NA,NA,3593,2017-12-22,12,"Dec",2017,22,"Friday","(41.918217, -87.652644)","000101000",NA
"2077",40660,"Armitage",NA,NA,4234,2017-12-11,12,"Dec",2017,11,"Monday","(41.918217, -87.652644)","000101000",NA
"2106",40660,"Armitage",NA,NA,192,2017-12-25,12,"Dec",2017,25,"Monday","(41.918217, -87.652644)","000101000",NA
"2257",40660,"Armitage",NA,NA,4497,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.918217, -87.652644)","000101000",NA
"2463",40660,"Armitage",NA,NA,1758,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.918217, -87.652644)","000101000",NA
"2638",40660,"Armitage",NA,NA,4301,2017-12-21,12,"Dec",2017,21,"Thursday","(41.918217, -87.652644)","000101000",NA
"2709",40660,"Armitage",NA,NA,4516,2017-12-04,12,"Dec",2017,4,"Monday","(41.918217, -87.652644)","000101000",NA
"2735",40660,"Armitage",NA,NA,1284,2017-12-30,12,"Dec",2017,30,"Saturday","(41.918217, -87.652644)","000101000",NA
"2838",40660,"Armitage",NA,NA,565,2017-12-24,12,"Dec",2017,24,"Sunday","(41.918217, -87.652644)","000101000",NA
"2871",40660,"Armitage",NA,NA,4406,2017-12-14,12,"Dec",2017,14,"Thursday","(41.918217, -87.652644)","000101000",NA
"2874",40660,"Armitage",NA,NA,1490,2017-12-17,12,"Dec",2017,17,"Sunday","(41.918217, -87.652644)","000101000",NA
"2887",40660,"Armitage",NA,NA,4516,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.918217, -87.652644)","000101000",NA
"3207",40660,"Armitage",NA,NA,4616,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.918217, -87.652644)","000101000",NA
"4050",40660,"Armitage",NA,NA,1114,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.918217, -87.652644)","000101000",NA
"4051",40660,"Armitage",NA,NA,2263,2017-12-29,12,"Dec",2017,29,"Friday","(41.918217, -87.652644)","000101000",NA
"4057",40660,"Armitage",NA,NA,4735,2017-12-08,12,"Dec",2017,8,"Friday","(41.918217, -87.652644)","000101000",NA
"4076",40660,"Armitage",NA,NA,1116,2017-12-31,12,"Dec",2017,31,"Sunday","(41.918217, -87.652644)","000101000",NA
"4100",40660,"Armitage",NA,NA,4403,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.918217, -87.652644)","000101000",NA
"4128",40660,"Armitage",NA,NA,4532,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.918217, -87.652644)","000101000",NA
"4228",40660,"Armitage",NA,NA,2057,2017-12-28,12,"Dec",2017,28,"Thursday","(41.918217, -87.652644)","000101000",NA
"4243",40660,"Armitage",NA,NA,1627,2017-12-03,12,"Dec",2017,3,"Sunday","(41.918217, -87.652644)","000101000",NA
"4857",40660,"Armitage",NA,NA,2273,2018-01-27,1,"Jan",2018,27,"Saturday","(41.918217, -87.652644)","000101000",NA
"4974",40660,"Armitage",NA,NA,1440,2018-01-21,1,"Jan",2018,21,"Sunday","(41.918217, -87.652644)","000101000",NA
"5032",40660,"Armitage",NA,NA,4493,2018-02-06,2,"Feb",2018,6,"Tuesday","(41.918217, -87.652644)","000101000",NA
"5063",40660,"Armitage",NA,NA,4323,2018-03-19,3,"Mar",2018,19,"Monday","(41.918217, -87.652644)","000101000",NA
"5083",40660,"Armitage",NA,NA,1408,2018-03-04,3,"Mar",2018,4,"Sunday","(41.918217, -87.652644)","000101000",NA
"5253",40660,"Armitage",NA,NA,3294,2018-03-30,3,"Mar",2018,30,"Friday","(41.918217, -87.652644)","000101000",NA
"5610",40660,"Armitage",NA,NA,2509,2018-01-15,1,"Jan",2018,15,"Monday","(41.918217, -87.652644)","000101000",NA
"5729",40660,"Armitage",NA,NA,4211,2018-03-20,3,"Mar",2018,20,"Tuesday","(41.918217, -87.652644)","000101000",NA
"5864",40660,"Armitage",NA,NA,1227,2018-02-04,2,"Feb",2018,4,"Sunday","(41.918217, -87.652644)","000101000",NA
"5924",40660,"Armitage",NA,NA,3774,2018-03-27,3,"Mar",2018,27,"Tuesday","(41.918217, -87.652644)","000101000",NA
"5992",40660,"Armitage",NA,NA,4580,2018-01-26,1,"Jan",2018,26,"Friday","(41.918217, -87.652644)","000101000",NA
"6300",40660,"Armitage",NA,NA,2166,2018-02-24,2,"Feb",2018,24,"Saturday","(41.918217, -87.652644)","000101000",NA
"6348",40660,"Armitage",NA,NA,4607,2018-03-16,3,"Mar",2018,16,"Friday","(41.918217, -87.652644)","000101000",NA
"6445",40660,"Armitage",NA,NA,4054,2018-03-13,3,"Mar",2018,13,"Tuesday","(41.918217, -87.652644)","000101000",NA
"7174",40660,"Armitage",NA,NA,4465,2018-03-06,3,"Mar",2018,6,"Tuesday","(41.918217, -87.652644)","000101000",NA
"7205",40660,"Armitage",NA,NA,1498,2018-02-18,2,"Feb",2018,18,"Sunday","(41.918217, -87.652644)","000101000",NA
"7241",40660,"Armitage",NA,NA,1573,2018-01-06,1,"Jan",2018,6,"Saturday","(41.918217, -87.652644)","000101000",NA
"7325",40660,"Armitage",NA,NA,4552,2018-02-21,2,"Feb",2018,21,"Wednesday","(41.918217, -87.652644)","000101000",NA
"7375",40660,"Armitage",NA,NA,4414,2018-02-26,2,"Feb",2018,26,"Monday","(41.918217, -87.652644)","000101000",NA
"7682",40660,"Armitage",NA,NA,1715,2018-03-31,3,"Mar",2018,31,"Saturday","(41.918217, -87.652644)","000101000",NA
"7746",40660,"Armitage",NA,NA,1489,2018-02-11,2,"Feb",2018,11,"Sunday","(41.918217, -87.652644)","000101000",NA
"7816",40660,"Armitage",NA,NA,4381,2018-03-12,3,"Mar",2018,12,"Monday","(41.918217, -87.652644)","000101000",NA
"7823",40660,"Armitage",NA,NA,1555,2018-02-25,2,"Feb",2018,25,"Sunday","(41.918217, -87.652644)","000101000",NA
"8140",40660,"Armitage",NA,NA,2843,2018-01-02,1,"Jan",2018,2,"Tuesday","(41.918217, -87.652644)","000101000",NA
