"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"211",41670,"Conservatory",NA,NA,537,2017-12-16,12,"Dec",2017,16,"Saturday","(41.884904, -87.716523)","001000000",NA
"266",41670,"Conservatory",NA,NA,494,2017-12-09,12,"Dec",2017,9,"Saturday","(41.884904, -87.716523)","001000000",NA
"275",41670,"Conservatory",NA,NA,394,2017-12-10,12,"Dec",2017,10,"Sunday","(41.884904, -87.716523)","001000000",NA
"373",41670,"Conservatory",NA,NA,440,2017-12-23,12,"Dec",2017,23,"Saturday","(41.884904, -87.716523)","001000000",NA
"453",41670,"Conservatory",NA,NA,862,2017-12-08,12,"Dec",2017,8,"Friday","(41.884904, -87.716523)","001000000",NA
"487",41670,"Conservatory",NA,NA,849,2017-12-15,12,"Dec",2017,15,"Friday","(41.884904, -87.716523)","001000000",NA
"1322",41670,"Conservatory",NA,NA,762,2017-12-22,12,"Dec",2017,22,"Friday","(41.884904, -87.716523)","001000000",NA
"1427",41670,"Conservatory",NA,NA,328,2017-12-31,12,"Dec",2017,31,"Sunday","(41.884904, -87.716523)","001000000",NA
"1431",41670,"Conservatory",NA,NA,485,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.884904, -87.716523)","001000000",NA
"1476",41670,"Conservatory",NA,NA,266,2017-12-25,12,"Dec",2017,25,"Monday","(41.884904, -87.716523)","001000000",NA
"1579",41670,"Conservatory",NA,NA,756,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.884904, -87.716523)","001000000",NA
"1586",41670,"Conservatory",NA,NA,827,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.884904, -87.716523)","001000000",NA
"1668",41670,"Conservatory",NA,NA,904,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.884904, -87.716523)","001000000",NA
"2080",41670,"Conservatory",NA,NA,828,2017-12-18,12,"Dec",2017,18,"Monday","(41.884904, -87.716523)","001000000",NA
"2112",41670,"Conservatory",NA,NA,585,2017-12-03,12,"Dec",2017,3,"Sunday","(41.884904, -87.716523)","001000000",NA
"2141",41670,"Conservatory",NA,NA,454,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.884904, -87.716523)","001000000",NA
"2292",41670,"Conservatory",NA,NA,793,2017-12-21,12,"Dec",2017,21,"Thursday","(41.884904, -87.716523)","001000000",NA
"2772",41670,"Conservatory",NA,NA,922,2017-12-04,12,"Dec",2017,4,"Monday","(41.884904, -87.716523)","001000000",NA
"2785",41670,"Conservatory",NA,NA,370,2017-12-24,12,"Dec",2017,24,"Sunday","(41.884904, -87.716523)","001000000",NA
"3018",41670,"Conservatory",NA,NA,814,2017-12-11,12,"Dec",2017,11,"Monday","(41.884904, -87.716523)","001000000",NA
"3258",41670,"Conservatory",NA,NA,328,2017-12-30,12,"Dec",2017,30,"Saturday","(41.884904, -87.716523)","001000000",NA
"3269",41670,"Conservatory",NA,NA,623,2017-12-29,12,"Dec",2017,29,"Friday","(41.884904, -87.716523)","001000000",NA
"3347",41670,"Conservatory",NA,NA,812,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.884904, -87.716523)","001000000",NA
"3443",41670,"Conservatory",NA,NA,937,2017-12-01,12,"Dec",2017,1,"Friday","(41.884904, -87.716523)","001000000",NA
"3480",41670,"Conservatory",NA,NA,906,2017-12-07,12,"Dec",2017,7,"Thursday","(41.884904, -87.716523)","001000000",NA
"3624",41670,"Conservatory",NA,NA,883,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.884904, -87.716523)","001000000",NA
"3800",41670,"Conservatory",NA,NA,448,2017-12-17,12,"Dec",2017,17,"Sunday","(41.884904, -87.716523)","001000000",NA
