"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"11",40270,"Main",NA,NA,887,2017-12-16,12,"Dec",2017,16,"Saturday","(42.033456, -87.679538)","000011000",NA
"208",40270,"Main",NA,NA,398,2017-12-31,12,"Dec",2017,31,"Sunday","(42.033456, -87.679538)","000011000",NA
"1353",40270,"Main",NA,NA,1093,2017-12-21,12,"Dec",2017,21,"Thursday","(42.033456, -87.679538)","000011000",NA
"1510",40270,"Main",NA,NA,1161,2017-12-06,12,"Dec",2017,6,"Wednesday","(42.033456, -87.679538)","000011000",NA
"1806",40270,"Main",NA,NA,552,2017-12-26,12,"Dec",2017,26,"Tuesday","(42.033456, -87.679538)","000011000",NA
"1935",40270,"Main",NA,NA,1143,2017-12-04,12,"Dec",2017,4,"Monday","(42.033456, -87.679538)","000011000",NA
"1997",40270,"Main",NA,NA,1169,2017-12-14,12,"Dec",2017,14,"Thursday","(42.033456, -87.679538)","000011000",NA
"2111",40270,"Main",NA,NA,619,2017-12-03,12,"Dec",2017,3,"Sunday","(42.033456, -87.679538)","000011000",NA
"2222",40270,"Main",NA,NA,704,2017-12-28,12,"Dec",2017,28,"Thursday","(42.033456, -87.679538)","000011000",NA
"2303",40270,"Main",NA,NA,207,2017-12-25,12,"Dec",2017,25,"Monday","(42.033456, -87.679538)","000011000",NA
"2440",40270,"Main",NA,NA,347,2017-12-24,12,"Dec",2017,24,"Sunday","(42.033456, -87.679538)","000011000",NA
"2525",40270,"Main",NA,NA,1242,2017-12-15,12,"Dec",2017,15,"Friday","(42.033456, -87.679538)","000011000",NA
"2532",40270,"Main",NA,NA,1082,2017-12-18,12,"Dec",2017,18,"Monday","(42.033456, -87.679538)","000011000",NA
"2568",40270,"Main",NA,NA,1216,2017-12-13,12,"Dec",2017,13,"Wednesday","(42.033456, -87.679538)","000011000",NA
"2643",40270,"Main",NA,NA,1097,2017-12-20,12,"Dec",2017,20,"Wednesday","(42.033456, -87.679538)","000011000",NA
"2652",40270,"Main",NA,NA,588,2017-12-10,12,"Dec",2017,10,"Sunday","(42.033456, -87.679538)","000011000",NA
"2698",40270,"Main",NA,NA,1213,2017-12-08,12,"Dec",2017,8,"Friday","(42.033456, -87.679538)","000011000",NA
"2761",40270,"Main",NA,NA,897,2017-12-02,12,"Dec",2017,2,"Saturday","(42.033456, -87.679538)","000011000",NA
"2767",40270,"Main",NA,NA,712,2017-12-29,12,"Dec",2017,29,"Friday","(42.033456, -87.679538)","000011000",NA
"2797",40270,"Main",NA,NA,1163,2017-12-11,12,"Dec",2017,11,"Monday","(42.033456, -87.679538)","000011000",NA
"3105",40270,"Main",NA,NA,1214,2017-12-12,12,"Dec",2017,12,"Tuesday","(42.033456, -87.679538)","000011000",NA
"3264",40270,"Main",NA,NA,567,2017-12-23,12,"Dec",2017,23,"Saturday","(42.033456, -87.679538)","000011000",NA
"3410",40270,"Main",NA,NA,598,2017-12-27,12,"Dec",2017,27,"Wednesday","(42.033456, -87.679538)","000011000",NA
"3437",40270,"Main",NA,NA,1315,2017-12-01,12,"Dec",2017,1,"Friday","(42.033456, -87.679538)","000011000",NA
