"","station_id","stationname","date","daytype","rides","loc","lineColor"
"121",40750,"Harlem-O'Hare","12/20/2017","W",2875,"(41.98227, -87.8089)","blue"
"267",40750,"Harlem-O'Hare","12/12/2017","W",2873,"(41.98227, -87.8089)","blue"
"360",40750,"Harlem-O'Hare","12/14/2017","W",2975,"(41.98227, -87.8089)","blue"
"401",40750,"Harlem-O'Hare","12/04/2017","W",3015,"(41.98227, -87.8089)","blue"
"551",40750,"Harlem-O'Hare","12/29/2017","W",1874,"(41.98227, -87.8089)","blue"
"621",40750,"Harlem-O'Hare","12/08/2017","W",3114,"(41.98227, -87.8089)","blue"
"921",40750,"Harlem-O'Hare","12/30/2017","A",947,"(41.98227, -87.8089)","blue"
"1022",40750,"Harlem-O'Hare","12/02/2017","A",1620,"(41.98227, -87.8089)","blue"
"1193",40750,"Harlem-O'Hare","12/28/2017","W",1862,"(41.98227, -87.8089)","blue"
"1315",40750,"Harlem-O'Hare","12/23/2017","A",1215,"(41.98227, -87.8089)","blue"
"1349",40750,"Harlem-O'Hare","12/05/2017","W",3025,"(41.98227, -87.8089)","blue"
"1389",40750,"Harlem-O'Hare","12/18/2017","W",2721,"(41.98227, -87.8089)","blue"
"1421",40750,"Harlem-O'Hare","12/27/2017","W",1854,"(41.98227, -87.8089)","blue"
"2160",40750,"Harlem-O'Hare","12/10/2017","U",969,"(41.98227, -87.8089)","blue"
"2460",40750,"Harlem-O'Hare","12/06/2017","W",3096,"(41.98227, -87.8089)","blue"
"2501",40750,"Harlem-O'Hare","12/19/2017","W",2893,"(41.98227, -87.8089)","blue"
"2647",40750,"Harlem-O'Hare","12/17/2017","U",1014,"(41.98227, -87.8089)","blue"
"2746",40750,"Harlem-O'Hare","12/16/2017","A",1426,"(41.98227, -87.8089)","blue"
"2906",40750,"Harlem-O'Hare","12/25/2017","U",464,"(41.98227, -87.8089)","blue"
"3194",40750,"Harlem-O'Hare","12/31/2017","U",790,"(41.98227, -87.8089)","blue"
"3439",40750,"Harlem-O'Hare","12/21/2017","W",2823,"(41.98227, -87.8089)","blue"
"3447",40750,"Harlem-O'Hare","12/11/2017","W",2874,"(41.98227, -87.8089)","blue"
"3456",40750,"Harlem-O'Hare","12/01/2017","W",3109,"(41.98227, -87.8089)","blue"
"3572",40750,"Harlem-O'Hare","12/26/2017","W",1441,"(41.98227, -87.8089)","blue"
"3621",40750,"Harlem-O'Hare","12/22/2017","W",2589,"(41.98227, -87.8089)","blue"
"3634",40750,"Harlem-O'Hare","12/07/2017","W",3027,"(41.98227, -87.8089)","blue"
"3718",40750,"Harlem-O'Hare","12/09/2017","A",1401,"(41.98227, -87.8089)","blue"
"3863",40750,"Harlem-O'Hare","12/03/2017","U",1076,"(41.98227, -87.8089)","blue"
"4157",40750,"Harlem-O'Hare","12/24/2017","U",754,"(41.98227, -87.8089)","blue"
"4233",40750,"Harlem-O'Hare","12/13/2017","W",2929,"(41.98227, -87.8089)","blue"
"4440",40750,"Harlem-O'Hare","12/15/2017","W",2871,"(41.98227, -87.8089)","blue"
"4764",40750,"Harlem-O'Hare","03/12/2018","W",2916,"(41.98227, -87.8089)","blue"
"4861",40750,"Harlem-O'Hare","01/24/2018","W",2980,"(41.98227, -87.8089)","blue"
"4912",40750,"Harlem-O'Hare","01/28/2018","U",778,"(41.98227, -87.8089)","blue"
"4989",40750,"Harlem-O'Hare","03/05/2018","W",2794,"(41.98227, -87.8089)","blue"
"5026",40750,"Harlem-O'Hare","03/28/2018","W",2714,"(41.98227, -87.8089)","blue"
"5049",40750,"Harlem-O'Hare","02/09/2018","W",1705,"(41.98227, -87.8089)","blue"
"5067",40750,"Harlem-O'Hare","02/08/2018","W",2912,"(41.98227, -87.8089)","blue"
"5287",40750,"Harlem-O'Hare","03/17/2018","A",2933,"(41.98227, -87.8089)","blue"
"5692",40750,"Harlem-O'Hare","03/11/2018","U",831,"(41.98227, -87.8089)","blue"
"5733",40750,"Harlem-O'Hare","02/03/2018","A",1050,"(41.98227, -87.8089)","blue"
"5768",40750,"Harlem-O'Hare","03/03/2018","A",1208,"(41.98227, -87.8089)","blue"
"6025",40750,"Harlem-O'Hare","03/01/2018","W",2942,"(41.98227, -87.8089)","blue"
"6098",40750,"Harlem-O'Hare","03/31/2018","A",1021,"(41.98227, -87.8089)","blue"
"6689",40750,"Harlem-O'Hare","02/05/2018","W",2772,"(41.98227, -87.8089)","blue"
"6750",40750,"Harlem-O'Hare","03/15/2018","W",3033,"(41.98227, -87.8089)","blue"
"6830",40750,"Harlem-O'Hare","01/26/2018","W",2933,"(41.98227, -87.8089)","blue"
"7232",40750,"Harlem-O'Hare","01/02/2018","W",1970,"(41.98227, -87.8089)","blue"
"7445",40750,"Harlem-O'Hare","02/16/2018","W",2877,"(41.98227, -87.8089)","blue"
"7573",40750,"Harlem-O'Hare","03/10/2018","A",1217,"(41.98227, -87.8089)","blue"
"7634",40750,"Harlem-O'Hare","03/19/2018","W",2936,"(41.98227, -87.8089)","blue"
"7709",40750,"Harlem-O'Hare","01/16/2018","W",2800,"(41.98227, -87.8089)","blue"
"7831",40750,"Harlem-O'Hare","03/25/2018","U",825,"(41.98227, -87.8089)","blue"
"7862",40750,"Harlem-O'Hare","03/06/2018","W",3026,"(41.98227, -87.8089)","blue"
"7977",40750,"Harlem-O'Hare","01/14/2018","U",705,"(41.98227, -87.8089)","blue"
