"","station_id","stationname","date","daytype","rides","loc","lineColor"
"173",40400,"Noyes","12/20/2017","W",666,"(42.058282, -87.683337)","purple_exp"
"363",40400,"Noyes","12/09/2017","A",512,"(42.058282, -87.683337)","purple_exp"
"497",40400,"Noyes","12/07/2017","W",954,"(42.058282, -87.683337)","purple_exp"
"541",40400,"Noyes","12/18/2017","W",721,"(42.058282, -87.683337)","purple_exp"
"545",40400,"Noyes","12/13/2017","W",806,"(42.058282, -87.683337)","purple_exp"
"642",40400,"Noyes","12/25/2017","U",107,"(42.058282, -87.683337)","purple_exp"
"972",40400,"Noyes","12/17/2017","U",228,"(42.058282, -87.683337)","purple_exp"
"1040",40400,"Noyes","12/21/2017","W",620,"(42.058282, -87.683337)","purple_exp"
"1321",40400,"Noyes","12/06/2017","W",990,"(42.058282, -87.683337)","purple_exp"
"1357",40400,"Noyes","12/28/2017","W",289,"(42.058282, -87.683337)","purple_exp"
"1361",40400,"Noyes","12/29/2017","W",235,"(42.058282, -87.683337)","purple_exp"
"1419",40400,"Noyes","12/22/2017","W",396,"(42.058282, -87.683337)","purple_exp"
"1466",40400,"Noyes","12/30/2017","A",179,"(42.058282, -87.683337)","purple_exp"
"1517",40400,"Noyes","12/05/2017","W",1015,"(42.058282, -87.683337)","purple_exp"
"1527",40400,"Noyes","12/11/2017","W",912,"(42.058282, -87.683337)","purple_exp"
"1663",40400,"Noyes","12/03/2017","U",373,"(42.058282, -87.683337)","purple_exp"
"1671",40400,"Noyes","12/01/2017","W",1065,"(42.058282, -87.683337)","purple_exp"
"1727",40400,"Noyes","12/10/2017","U",303,"(42.058282, -87.683337)","purple_exp"
"1906",40400,"Noyes","12/15/2017","W",746,"(42.058282, -87.683337)","purple_exp"
"2008",40400,"Noyes","12/23/2017","A",203,"(42.058282, -87.683337)","purple_exp"
"2398",40400,"Noyes","12/08/2017","W",989,"(42.058282, -87.683337)","purple_exp"
"2446",40400,"Noyes","12/14/2017","W",822,"(42.058282, -87.683337)","purple_exp"
"2592",40400,"Noyes","12/26/2017","W",172,"(42.058282, -87.683337)","purple_exp"
"2626",40400,"Noyes","12/27/2017","W",215,"(42.058282, -87.683337)","purple_exp"
"2641",40400,"Noyes","12/16/2017","A",350,"(42.058282, -87.683337)","purple_exp"
"3385",40400,"Noyes","12/02/2017","A",563,"(42.058282, -87.683337)","purple_exp"
"3645",40400,"Noyes","12/19/2017","W",721,"(42.058282, -87.683337)","purple_exp"
"3793",40400,"Noyes","12/12/2017","W",813,"(42.058282, -87.683337)","purple_exp"
"3898",40400,"Noyes","12/31/2017","U",242,"(42.058282, -87.683337)","purple_exp"
"3899",40400,"Noyes","12/24/2017","U",176,"(42.058282, -87.683337)","purple_exp"
"4418",40400,"Noyes","12/04/2017","W",1005,"(42.058282, -87.683337)","purple_exp"
"4708",40400,"Noyes","03/31/2018","A",277,"(42.058282, -87.683337)","purple_exp"
"4722",40400,"Noyes","01/27/2018","A",557,"(42.058282, -87.683337)","purple_exp"
"4727",40400,"Noyes","03/17/2018","A",858,"(42.058282, -87.683337)","purple_exp"
"4808",40400,"Noyes","01/20/2018","A",770,"(42.058282, -87.683337)","purple_exp"
"5093",40400,"Noyes","03/22/2018","W",909,"(42.058282, -87.683337)","purple_exp"
"5245",40400,"Noyes","02/20/2018","W",958,"(42.058282, -87.683337)","purple_exp"
"5394",40400,"Noyes","01/05/2018","W",606,"(42.058282, -87.683337)","purple_exp"
"5488",40400,"Noyes","02/27/2018","W",941,"(42.058282, -87.683337)","purple_exp"
"5493",40400,"Noyes","03/06/2018","W",999,"(42.058282, -87.683337)","purple_exp"
"6045",40400,"Noyes","03/24/2018","A",413,"(42.058282, -87.683337)","purple_exp"
"6281",40400,"Noyes","02/04/2018","U",367,"(42.058282, -87.683337)","purple_exp"
"6659",40400,"Noyes","01/16/2018","W",1020,"(42.058282, -87.683337)","purple_exp"
"6818",40400,"Noyes","02/24/2018","A",593,"(42.058282, -87.683337)","purple_exp"
"7010",40400,"Noyes","01/25/2018","W",1080,"(42.058282, -87.683337)","purple_exp"
"7103",40400,"Noyes","01/31/2018","W",1019,"(42.058282, -87.683337)","purple_exp"
"7132",40400,"Noyes","02/23/2018","W",987,"(42.058282, -87.683337)","purple_exp"
"7197",40400,"Noyes","02/10/2018","A",507,"(42.058282, -87.683337)","purple_exp"
"7302",40400,"Noyes","02/06/2018","W",976,"(42.058282, -87.683337)","purple_exp"
