"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"84",41400,"Roosevelt",NA,NA,4775,2017-12-31,12,"Dec",2017,31,"Sunday","(41.867405, -87.62659)","001000010",NA
"198",41400,"Roosevelt",NA,NA,6404,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.867405, -87.62659)","001000010",NA
"357",41400,"Roosevelt",NA,NA,10434,2017-12-14,12,"Dec",2017,14,"Thursday","(41.867405, -87.62659)","001000010",NA
"433",41400,"Roosevelt",NA,NA,7331,2017-12-09,12,"Dec",2017,9,"Saturday","(41.867405, -87.62659)","001000010",NA
"612",41400,"Roosevelt",NA,NA,9385,2017-12-18,12,"Dec",2017,18,"Monday","(41.867405, -87.62659)","001000010",NA
"873",41400,"Roosevelt",NA,NA,8747,2017-12-02,12,"Dec",2017,2,"Saturday","(41.867405, -87.62659)","001000010",NA
"946",41400,"Roosevelt",NA,NA,11275,2017-12-08,12,"Dec",2017,8,"Friday","(41.867405, -87.62659)","001000010",NA
"1108",41400,"Roosevelt",NA,NA,7382,2017-12-28,12,"Dec",2017,28,"Thursday","(41.867405, -87.62659)","001000010",NA
"1119",41400,"Roosevelt",NA,NA,10861,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.867405, -87.62659)","001000010",NA
"1189",41400,"Roosevelt",NA,NA,10670,2017-12-15,12,"Dec",2017,15,"Friday","(41.867405, -87.62659)","001000010",NA
"1209",41400,"Roosevelt",NA,NA,8071,2017-12-16,12,"Dec",2017,16,"Saturday","(41.867405, -87.62659)","001000010",NA
"1217",41400,"Roosevelt",NA,NA,5770,2017-12-10,12,"Dec",2017,10,"Sunday","(41.867405, -87.62659)","001000010",NA
"1236",41400,"Roosevelt",NA,NA,10721,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.867405, -87.62659)","001000010",NA
"1246",41400,"Roosevelt",NA,NA,5627,2017-12-17,12,"Dec",2017,17,"Sunday","(41.867405, -87.62659)","001000010",NA
"1456",41400,"Roosevelt",NA,NA,11844,2017-12-01,12,"Dec",2017,1,"Friday","(41.867405, -87.62659)","001000010",NA
"1516",41400,"Roosevelt",NA,NA,7317,2017-12-24,12,"Dec",2017,24,"Sunday","(41.867405, -87.62659)","001000010",NA
"1683",41400,"Roosevelt",NA,NA,9766,2017-12-21,12,"Dec",2017,21,"Thursday","(41.867405, -87.62659)","001000010",NA
"1766",41400,"Roosevelt",NA,NA,8067,2017-12-29,12,"Dec",2017,29,"Friday","(41.867405, -87.62659)","001000010",NA
"1807",41400,"Roosevelt",NA,NA,9745,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.867405, -87.62659)","001000010",NA
"2010",41400,"Roosevelt",NA,NA,1949,2017-12-25,12,"Dec",2017,25,"Monday","(41.867405, -87.62659)","001000010",NA
"2040",41400,"Roosevelt",NA,NA,10637,2017-12-04,12,"Dec",2017,4,"Monday","(41.867405, -87.62659)","001000010",NA
"2060",41400,"Roosevelt",NA,NA,10250,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.867405, -87.62659)","001000010",NA
"2078",41400,"Roosevelt",NA,NA,9817,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.867405, -87.62659)","001000010",NA
"2192",41400,"Roosevelt",NA,NA,5507,2017-12-30,12,"Dec",2017,30,"Saturday","(41.867405, -87.62659)","001000010",NA
"2245",41400,"Roosevelt",NA,NA,9972,2017-12-03,12,"Dec",2017,3,"Sunday","(41.867405, -87.62659)","001000010",NA
"2969",41400,"Roosevelt",NA,NA,6323,2017-12-23,12,"Dec",2017,23,"Saturday","(41.867405, -87.62659)","001000010",NA
