"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"92",41040,"Kedzie-Cermak",NA,NA,945,2017-12-18,12,"Dec",2017,18,"Monday","(41.853964, -87.705408)","000000100",NA
"406",41040,"Kedzie-Cermak",NA,NA,1091,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.853964, -87.705408)","000000100",NA
"461",41040,"Kedzie-Cermak",NA,NA,801,2017-12-29,12,"Dec",2017,29,"Friday","(41.853964, -87.705408)","000000100",NA
"514",41040,"Kedzie-Cermak",NA,NA,698,2017-12-16,12,"Dec",2017,16,"Saturday","(41.853964, -87.705408)","000000100",NA
"522",41040,"Kedzie-Cermak",NA,NA,491,2017-12-30,12,"Dec",2017,30,"Saturday","(41.853964, -87.705408)","000000100",NA
"785",41040,"Kedzie-Cermak",NA,NA,1002,2017-12-08,12,"Dec",2017,8,"Friday","(41.853964, -87.705408)","000000100",NA
"1134",41040,"Kedzie-Cermak",NA,NA,673,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.853964, -87.705408)","000000100",NA
"1296",41040,"Kedzie-Cermak",NA,NA,688,2017-12-09,12,"Dec",2017,9,"Saturday","(41.853964, -87.705408)","000000100",NA
"1578",41040,"Kedzie-Cermak",NA,NA,440,2017-12-31,12,"Dec",2017,31,"Sunday","(41.853964, -87.705408)","000000100",NA
"1617",41040,"Kedzie-Cermak",NA,NA,1139,2017-12-01,12,"Dec",2017,1,"Friday","(41.853964, -87.705408)","000000100",NA
"1655",41040,"Kedzie-Cermak",NA,NA,1013,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.853964, -87.705408)","000000100",NA
"1696",41040,"Kedzie-Cermak",NA,NA,676,2017-12-23,12,"Dec",2017,23,"Saturday","(41.853964, -87.705408)","000000100",NA
"1740",41040,"Kedzie-Cermak",NA,NA,794,2017-12-02,12,"Dec",2017,2,"Saturday","(41.853964, -87.705408)","000000100",NA
"2057",41040,"Kedzie-Cermak",NA,NA,995,2017-12-22,12,"Dec",2017,22,"Friday","(41.853964, -87.705408)","000000100",NA
"2118",41040,"Kedzie-Cermak",NA,NA,398,2017-12-24,12,"Dec",2017,24,"Sunday","(41.853964, -87.705408)","000000100",NA
