"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"3",40280,"Central-Lake",NA,NA,1270,2017-12-02,12,"Dec",2017,2,"Saturday","(41.887389, -87.76565)","001000000",NA
"570",40280,"Central-Lake",NA,NA,983,2017-12-03,12,"Dec",2017,3,"Sunday","(41.887389, -87.76565)","001000000",NA
"603",40280,"Central-Lake",NA,NA,1854,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.887389, -87.76565)","001000000",NA
"611",40280,"Central-Lake",NA,NA,1992,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.887389, -87.76565)","001000000",NA
"678",40280,"Central-Lake",NA,NA,908,2017-12-30,12,"Dec",2017,30,"Saturday","(41.887389, -87.76565)","001000000",NA
"786",40280,"Central-Lake",NA,NA,1116,2017-12-09,12,"Dec",2017,9,"Saturday","(41.887389, -87.76565)","001000000",NA
"789",40280,"Central-Lake",NA,NA,1317,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.887389, -87.76565)","001000000",NA
"838",40280,"Central-Lake",NA,NA,1964,2017-12-07,12,"Dec",2017,7,"Thursday","(41.887389, -87.76565)","001000000",NA
"989",40280,"Central-Lake",NA,NA,1485,2017-12-28,12,"Dec",2017,28,"Thursday","(41.887389, -87.76565)","001000000",NA
"1004",40280,"Central-Lake",NA,NA,1271,2017-12-16,12,"Dec",2017,16,"Saturday","(41.887389, -87.76565)","001000000",NA
"1088",40280,"Central-Lake",NA,NA,945,2017-12-17,12,"Dec",2017,17,"Sunday","(41.887389, -87.76565)","001000000",NA
"1256",40280,"Central-Lake",NA,NA,1975,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.887389, -87.76565)","001000000",NA
"1511",40280,"Central-Lake",NA,NA,1927,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.887389, -87.76565)","001000000",NA
"1640",40280,"Central-Lake",NA,NA,2176,2017-12-01,12,"Dec",2017,1,"Friday","(41.887389, -87.76565)","001000000",NA
"1687",40280,"Central-Lake",NA,NA,1971,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.887389, -87.76565)","001000000",NA
"1728",40280,"Central-Lake",NA,NA,1594,2017-12-29,12,"Dec",2017,29,"Friday","(41.887389, -87.76565)","001000000",NA
