"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"38",40770,"Lawrence",NA,NA,2958,2017-12-21,12,"Dec",2017,21,"Thursday","(41.969139, -87.658493)","100000000",NA
"162",40770,"Lawrence",NA,NA,2734,2017-12-09,12,"Dec",2017,9,"Saturday","(41.969139, -87.658493)","100000000",NA
"339",40770,"Lawrence",NA,NA,2032,2017-12-17,12,"Dec",2017,17,"Sunday","(41.969139, -87.658493)","100000000",NA
"483",40770,"Lawrence",NA,NA,3258,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.969139, -87.658493)","100000000",NA
"633",40770,"Lawrence",NA,NA,2496,2017-12-22,12,"Dec",2017,22,"Friday","(41.969139, -87.658493)","100000000",NA
"777",40770,"Lawrence",NA,NA,3153,2017-12-04,12,"Dec",2017,4,"Monday","(41.969139, -87.658493)","100000000",NA
"842",40770,"Lawrence",NA,NA,3284,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.969139, -87.658493)","100000000",NA
"975",40770,"Lawrence",NA,NA,1411,2017-12-24,12,"Dec",2017,24,"Sunday","(41.969139, -87.658493)","100000000",NA
"1188",40770,"Lawrence",NA,NA,3272,2017-12-14,12,"Dec",2017,14,"Thursday","(41.969139, -87.658493)","100000000",NA
"1219",40770,"Lawrence",NA,NA,684,2017-12-25,12,"Dec",2017,25,"Monday","(41.969139, -87.658493)","100000000",NA
"1354",40770,"Lawrence",NA,NA,3655,2017-12-15,12,"Dec",2017,15,"Friday","(41.969139, -87.658493)","100000000",NA
"1367",40770,"Lawrence",NA,NA,3576,2017-12-07,12,"Dec",2017,7,"Thursday","(41.969139, -87.658493)","100000000",NA
"1572",40770,"Lawrence",NA,NA,1549,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.969139, -87.658493)","100000000",NA
"1679",40770,"Lawrence",NA,NA,1879,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.969139, -87.658493)","100000000",NA
