"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"131",40340,"Berwyn",NA,NA,3113,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.977984, -87.658668)","100000000",NA
"319",40340,"Berwyn",NA,NA,3010,2017-12-21,12,"Dec",2017,21,"Thursday","(41.977984, -87.658668)","100000000",NA
"370",40340,"Berwyn",NA,NA,1576,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.977984, -87.658668)","100000000",NA
"814",40340,"Berwyn",NA,NA,3374,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.977984, -87.658668)","100000000",NA
"859",40340,"Berwyn",NA,NA,1919,2017-12-03,12,"Dec",2017,3,"Sunday","(41.977984, -87.658668)","100000000",NA
"1021",40340,"Berwyn",NA,NA,2640,2017-12-02,12,"Dec",2017,2,"Saturday","(41.977984, -87.658668)","100000000",NA
"1062",40340,"Berwyn",NA,NA,1686,2017-12-30,12,"Dec",2017,30,"Saturday","(41.977984, -87.658668)","100000000",NA
"1116",40340,"Berwyn",NA,NA,1588,2017-12-31,12,"Dec",2017,31,"Sunday","(41.977984, -87.658668)","100000000",NA
"1292",40340,"Berwyn",NA,NA,1744,2017-12-17,12,"Dec",2017,17,"Sunday","(41.977984, -87.658668)","100000000",NA
"1406",40340,"Berwyn",NA,NA,3359,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.977984, -87.658668)","100000000",NA
"1703",40340,"Berwyn",NA,NA,3317,2017-12-15,12,"Dec",2017,15,"Friday","(41.977984, -87.658668)","100000000",NA
"1710",40340,"Berwyn",NA,NA,1919,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.977984, -87.658668)","100000000",NA
"1824",40340,"Berwyn",NA,NA,1884,2017-12-10,12,"Dec",2017,10,"Sunday","(41.977984, -87.658668)","100000000",NA
"2175",40340,"Berwyn",NA,NA,3346,2017-12-14,12,"Dec",2017,14,"Thursday","(41.977984, -87.658668)","100000000",NA
"2249",40340,"Berwyn",NA,NA,3477,2017-12-08,12,"Dec",2017,8,"Friday","(41.977984, -87.658668)","100000000",NA
"2367",40340,"Berwyn",NA,NA,3289,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.977984, -87.658668)","100000000",NA
"2731",40340,"Berwyn",NA,NA,3191,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.977984, -87.658668)","100000000",NA
"2803",40340,"Berwyn",NA,NA,606,2017-12-25,12,"Dec",2017,25,"Monday","(41.977984, -87.658668)","100000000",NA
"2855",40340,"Berwyn",NA,NA,2371,2017-12-29,12,"Dec",2017,29,"Friday","(41.977984, -87.658668)","100000000",NA
"2974",40340,"Berwyn",NA,NA,1845,2017-12-23,12,"Dec",2017,23,"Saturday","(41.977984, -87.658668)","100000000",NA
"3027",40340,"Berwyn",NA,NA,2373,2017-12-09,12,"Dec",2017,9,"Saturday","(41.977984, -87.658668)","100000000",NA
"3187",40340,"Berwyn",NA,NA,2835,2017-12-22,12,"Dec",2017,22,"Friday","(41.977984, -87.658668)","100000000",NA
"3357",40340,"Berwyn",NA,NA,3646,2017-12-01,12,"Dec",2017,1,"Friday","(41.977984, -87.658668)","100000000",NA
"3359",40340,"Berwyn",NA,NA,3452,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.977984, -87.658668)","100000000",NA
"3408",40340,"Berwyn",NA,NA,3143,2017-12-18,12,"Dec",2017,18,"Monday","(41.977984, -87.658668)","100000000",NA
"3874",40340,"Berwyn",NA,NA,3309,2017-12-11,12,"Dec",2017,11,"Monday","(41.977984, -87.658668)","100000000",NA
"3896",40340,"Berwyn",NA,NA,1248,2017-12-24,12,"Dec",2017,24,"Sunday","(41.977984, -87.658668)","100000000",NA
"4030",40340,"Berwyn",NA,NA,2088,2017-12-28,12,"Dec",2017,28,"Thursday","(41.977984, -87.658668)","100000000",NA
"4068",40340,"Berwyn",NA,NA,3383,2017-12-07,12,"Dec",2017,7,"Thursday","(41.977984, -87.658668)","100000000",NA
"4260",40340,"Berwyn",NA,NA,3403,2017-12-04,12,"Dec",2017,4,"Monday","(41.977984, -87.658668)","100000000",NA
"4355",40340,"Berwyn",NA,NA,2404,2017-12-16,12,"Dec",2017,16,"Saturday","(41.977984, -87.658668)","100000000",NA
"4875",40340,"Berwyn",NA,NA,3428,2018-02-08,2,"Feb",2018,8,"Thursday","(41.977984, -87.658668)","100000000",NA
"4950",40340,"Berwyn",NA,NA,3259,2018-03-28,3,"Mar",2018,28,"Wednesday","(41.977984, -87.658668)","100000000",NA
"4991",40340,"Berwyn",NA,NA,2254,2018-01-15,1,"Jan",2018,15,"Monday","(41.977984, -87.658668)","100000000",NA
"5095",40340,"Berwyn",NA,NA,3198,2018-03-20,3,"Mar",2018,20,"Tuesday","(41.977984, -87.658668)","100000000",NA
"5195",40340,"Berwyn",NA,NA,1912,2018-01-13,1,"Jan",2018,13,"Saturday","(41.977984, -87.658668)","100000000",NA
"5199",40340,"Berwyn",NA,NA,2141,2018-03-31,3,"Mar",2018,31,"Saturday","(41.977984, -87.658668)","100000000",NA
"5497",40340,"Berwyn",NA,NA,3357,2018-03-15,3,"Mar",2018,15,"Thursday","(41.977984, -87.658668)","100000000",NA
"5512",40340,"Berwyn",NA,NA,3262,2018-03-21,3,"Mar",2018,21,"Wednesday","(41.977984, -87.658668)","100000000",NA
"5520",40340,"Berwyn",NA,NA,3159,2018-02-02,2,"Feb",2018,2,"Friday","(41.977984, -87.658668)","100000000",NA
"6206",40340,"Berwyn",NA,NA,3096,2018-01-09,1,"Jan",2018,9,"Tuesday","(41.977984, -87.658668)","100000000",NA
"6520",40340,"Berwyn",NA,NA,1520,2018-01-14,1,"Jan",2018,14,"Sunday","(41.977984, -87.658668)","100000000",NA
"6714",40340,"Berwyn",NA,NA,3296,2018-01-25,1,"Jan",2018,25,"Thursday","(41.977984, -87.658668)","100000000",NA
"6782",40340,"Berwyn",NA,NA,2153,2018-02-03,2,"Feb",2018,3,"Saturday","(41.977984, -87.658668)","100000000",NA
"6844",40340,"Berwyn",NA,NA,3283,2018-03-07,3,"Mar",2018,7,"Wednesday","(41.977984, -87.658668)","100000000",NA
"7220",40340,"Berwyn",NA,NA,3238,2018-03-06,3,"Mar",2018,6,"Tuesday","(41.977984, -87.658668)","100000000",NA
"7292",40340,"Berwyn",NA,NA,3016,2018-01-12,1,"Jan",2018,12,"Friday","(41.977984, -87.658668)","100000000",NA
"7424",40340,"Berwyn",NA,NA,1835,2018-02-18,2,"Feb",2018,18,"Sunday","(41.977984, -87.658668)","100000000",NA
"7561",40340,"Berwyn",NA,NA,3457,2018-03-14,3,"Mar",2018,14,"Wednesday","(41.977984, -87.658668)","100000000",NA
"7659",40340,"Berwyn",NA,NA,3389,2018-01-23,1,"Jan",2018,23,"Tuesday","(41.977984, -87.658668)","100000000",NA
"7857",40340,"Berwyn",NA,NA,2694,2018-02-09,2,"Feb",2018,9,"Friday","(41.977984, -87.658668)","100000000",NA
