"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"252",41700,"Washington/Wabash",NA,NA,5749,2017-12-09,12,"Dec",2017,9,"Saturday","(41.88322, -87.626189)","001001110",NA
"272",41700,"Washington/Wabash",NA,NA,10228,2017-12-14,12,"Dec",2017,14,"Thursday","(41.88322, -87.626189)","001001110",NA
"387",41700,"Washington/Wabash",NA,NA,1205,2017-12-25,12,"Dec",2017,25,"Monday","(41.88322, -87.626189)","001001110",NA
"475",41700,"Washington/Wabash",NA,NA,6092,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.88322, -87.626189)","001001110",NA
"494",41700,"Washington/Wabash",NA,NA,7313,2017-12-29,12,"Dec",2017,29,"Friday","(41.88322, -87.626189)","001001110",NA
"495",41700,"Washington/Wabash",NA,NA,10378,2017-12-18,12,"Dec",2017,18,"Monday","(41.88322, -87.626189)","001001110",NA
"504",41700,"Washington/Wabash",NA,NA,11253,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.88322, -87.626189)","001001110",NA
"656",41700,"Washington/Wabash",NA,NA,4031,2017-12-17,12,"Dec",2017,17,"Sunday","(41.88322, -87.626189)","001001110",NA
"886",41700,"Washington/Wabash",NA,NA,10619,2017-12-04,12,"Dec",2017,4,"Monday","(41.88322, -87.626189)","001001110",NA
"913",41700,"Washington/Wabash",NA,NA,11381,2017-12-01,12,"Dec",2017,1,"Friday","(41.88322, -87.626189)","001001110",NA
"949",41700,"Washington/Wabash",NA,NA,10799,2017-12-21,12,"Dec",2017,21,"Thursday","(41.88322, -87.626189)","001001110",NA
"988",41700,"Washington/Wabash",NA,NA,10271,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.88322, -87.626189)","001001110",NA
"1020",41700,"Washington/Wabash",NA,NA,4725,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.88322, -87.626189)","001001110",NA
"1147",41700,"Washington/Wabash",NA,NA,10513,2017-12-22,12,"Dec",2017,22,"Friday","(41.88322, -87.626189)","001001110",NA
"1289",41700,"Washington/Wabash",NA,NA,2881,2017-12-31,12,"Dec",2017,31,"Sunday","(41.88322, -87.626189)","001001110",NA
"1440",41700,"Washington/Wabash",NA,NA,10591,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.88322, -87.626189)","001001110",NA
"1551",41700,"Washington/Wabash",NA,NA,9968,2017-12-05,12,"Dec",2017,5,"Tuesday","(41.88322, -87.626189)","001001110",NA
"1591",41700,"Washington/Wabash",NA,NA,2935,2017-12-24,12,"Dec",2017,24,"Sunday","(41.88322, -87.626189)","001001110",NA
"1602",41700,"Washington/Wabash",NA,NA,10266,2017-12-07,12,"Dec",2017,7,"Thursday","(41.88322, -87.626189)","001001110",NA
"1820",41700,"Washington/Wabash",NA,NA,3958,2017-12-10,12,"Dec",2017,10,"Sunday","(41.88322, -87.626189)","001001110",NA
"2092",41700,"Washington/Wabash",NA,NA,8106,2017-12-02,12,"Dec",2017,2,"Saturday","(41.88322, -87.626189)","001001110",NA
"2902",41700,"Washington/Wabash",NA,NA,10252,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.88322, -87.626189)","001001110",NA
"3124",41700,"Washington/Wabash",NA,NA,3400,2017-12-30,12,"Dec",2017,30,"Saturday","(41.88322, -87.626189)","001001110",NA
"3314",41700,"Washington/Wabash",NA,NA,6798,2017-12-28,12,"Dec",2017,28,"Thursday","(41.88322, -87.626189)","001001110",NA
"3591",41700,"Washington/Wabash",NA,NA,5777,2017-12-23,12,"Dec",2017,23,"Saturday","(41.88322, -87.626189)","001001110",NA
"3698",41700,"Washington/Wabash",NA,NA,5048,2017-12-03,12,"Dec",2017,3,"Sunday","(41.88322, -87.626189)","001001110",NA
"3705",41700,"Washington/Wabash",NA,NA,10088,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.88322, -87.626189)","001001110",NA
"4044",41700,"Washington/Wabash",NA,NA,6904,2017-12-16,12,"Dec",2017,16,"Saturday","(41.88322, -87.626189)","001001110",NA
"4218",41700,"Washington/Wabash",NA,NA,9987,2017-12-15,12,"Dec",2017,15,"Friday","(41.88322, -87.626189)","001001110",NA
"4406",41700,"Washington/Wabash",NA,NA,10059,2017-12-11,12,"Dec",2017,11,"Monday","(41.88322, -87.626189)","001001110",NA
"4426",41700,"Washington/Wabash",NA,NA,10835,2017-12-08,12,"Dec",2017,8,"Friday","(41.88322, -87.626189)","001001110",NA
