"station_id"	"stationname"	"date"	"daytype"	"rides"	"loc"
"567043"	40960	"Pulaski-Orange"	"08/01/2005"	"W"	4567	"(41.799756, -87.724493)"
"567193"	40960	"Pulaski-Orange"	"11/28/2017"	"W"	5764	"(41.799756, -87.724493)"
"567209"	40960	"Pulaski-Orange"	"08/20/2016"	"A"	2245	"(41.799756, -87.724493)"
"567231"	40960	"Pulaski-Orange"	"04/12/2011"	"W"	5328	"(41.799756, -87.724493)"
"567261"	40960	"Pulaski-Orange"	"08/30/2012"	"W"	5523	"(41.799756, -87.724493)"
"567296"	40960	"Pulaski-Orange"	"07/06/2009"	"W"	4422	"(41.799756, -87.724493)"
"567713"	40960	"Pulaski-Orange"	"10/26/2002"	"A"	1665	"(41.799756, -87.724493)"
"567728"	40960	"Pulaski-Orange"	"10/30/2006"	"W"	5518	"(41.799756, -87.724493)"
"567750"	40960	"Pulaski-Orange"	"06/28/2001"	"W"	4914	"(41.799756, -87.724493)"
"567871"	40960	"Pulaski-Orange"	"12/04/2004"	"A"	2016	"(41.799756, -87.724493)"
"568122"	40960	"Pulaski-Orange"	"10/30/2013"	"W"	5787	"(41.799756, -87.724493)"
"568318"	40960	"Pulaski-Orange"	"06/16/2002"	"U"	1043	"(41.799756, -87.724493)"
"568557"	40960	"Pulaski-Orange"	"10/03/2014"	"W"	5761	"(41.799756, -87.724493)"
"568610"	40960	"Pulaski-Orange"	"02/25/2002"	"W"	5418	"(41.799756, -87.724493)"
"568711"	40960	"Pulaski-Orange"	"07/20/2001"	"W"	4684	"(41.799756, -87.724493)"
"568744"	40960	"Pulaski-Orange"	"11/08/2014"	"A"	2384	"(41.799756, -87.724493)"
"568926"	40960	"Pulaski-Orange"	"08/06/2005"	"A"	1856	"(41.799756, -87.724493)"
"568944"	40960	"Pulaski-Orange"	"02/14/2012"	"W"	5586	"(41.799756, -87.724493)"
"568946"	40960	"Pulaski-Orange"	"05/09/2017"	"W"	5502	"(41.799756, -87.724493)"
"569099"	40960	"Pulaski-Orange"	"03/13/2004"	"A"	1874	"(41.799756, -87.724493)"
"569172"	40960	"Pulaski-Orange"	"02/14/2008"	"W"	5402	"(41.799756, -87.724493)"
"569220"	40960	"Pulaski-Orange"	"01/07/2015"	"W"	2803	"(41.799756, -87.724493)"
"569247"	40960	"Pulaski-Orange"	"09/11/2012"	"W"	5814	"(41.799756, -87.724493)"
"569517"	40960	"Pulaski-Orange"	"04/10/2010"	"A"	2121	"(41.799756, -87.724493)"
"569556"	40960	"Pulaski-Orange"	"11/05/2014"	"W"	6167	"(41.799756, -87.724493)"
"569566"	40960	"Pulaski-Orange"	"03/26/2015"	"W"	5500	"(41.799756, -87.724493)"
"569694"	40960	"Pulaski-Orange"	"04/05/2017"	"W"	4933	"(41.799756, -87.724493)"
"569880"	40960	"Pulaski-Orange"	"10/15/2008"	"W"	5929	"(41.799756, -87.724493)"
"569913"	40960	"Pulaski-Orange"	"08/08/2010"	"U"	1812	"(41.799756, -87.724493)"
"570100"	40960	"Pulaski-Orange"	"07/10/2014"	"W"	4565	"(41.799756, -87.724493)"
"570135"	40960	"Pulaski-Orange"	"05/28/2015"	"W"	5507	"(41.799756, -87.724493)"
"570147"	40960	"Pulaski-Orange"	"07/26/2015"	"U"	1892	"(41.799756, -87.724493)"
"570167"	40960	"Pulaski-Orange"	"09/10/2001"	"W"	5797	"(41.799756, -87.724493)"
"570271"	40960	"Pulaski-Orange"	"02/28/2016"	"U"	1451	"(41.799756, -87.724493)"
"570385"	40960	"Pulaski-Orange"	"06/22/2013"	"A"	2545	"(41.799756, -87.724493)"
"570519"	40960	"Pulaski-Orange"	"05/10/2007"	"W"	5714	"(41.799756, -87.724493)"
"570664"	40960	"Pulaski-Orange"	"05/18/2006"	"W"	5441	"(41.799756, -87.724493)"
"570843"	40960	"Pulaski-Orange"	"11/18/2012"	"U"	1634	"(41.799756, -87.724493)"
"570963"	40960	"Pulaski-Orange"	"04/08/2014"	"W"	5246	"(41.799756, -87.724493)"
"571221"	40960	"Pulaski-Orange"	"04/20/2007"	"W"	5360	"(41.799756, -87.724493)"
"571262"	40960	"Pulaski-Orange"	"03/22/2015"	"U"	1495	"(41.799756, -87.724493)"
"571382"	40960	"Pulaski-Orange"	"07/28/2006"	"W"	4885	"(41.799756, -87.724493)"
"571442"	40960	"Pulaski-Orange"	"07/26/2010"	"W"	4412	"(41.799756, -87.724493)"
"571507"	40960	"Pulaski-Orange"	"08/21/2008"	"W"	4977	"(41.799756, -87.724493)"
"571521"	40960	"Pulaski-Orange"	"11/02/2005"	"W"	5609	"(41.799756, -87.724493)"
"571607"	40960	"Pulaski-Orange"	"02/11/2005"	"W"	4732	"(41.799756, -87.724493)"
"571669"	40960	"Pulaski-Orange"	"08/23/2012"	"W"	5321	"(41.799756, -87.724493)"
"571675"	40960	"Pulaski-Orange"	"09/03/2013"	"W"	5344	"(41.799756, -87.724493)"
"571973"	40960	"Pulaski-Orange"	"05/16/2015"	"A"	2516	"(41.799756, -87.724493)"
"572003"	40960	"Pulaski-Orange"	"08/04/2015"	"W"	5014	"(41.799756, -87.724493)"
"572060"	40960	"Pulaski-Orange"	"10/06/2017"	"W"	5668	"(41.799756, -87.724493)"
"572300"	40960	"Pulaski-Orange"	"05/27/2001"	"U"	813	"(41.799756, -87.724493)"
"572400"	40960	"Pulaski-Orange"	"06/15/2009"	"W"	4419	"(41.799756, -87.724493)"
"572806"	40960	"Pulaski-Orange"	"02/07/2004"	"A"	1609	"(41.799756, -87.724493)"
"572922"	40960	"Pulaski-Orange"	"11/14/2008"	"W"	5308	"(41.799756, -87.724493)"
"573075"	40960	"Pulaski-Orange"	"11/08/2015"	"U"	1861	"(41.799756, -87.724493)"
"573173"	40960	"Pulaski-Orange"	"06/04/2002"	"W"	5319	"(41.799756, -87.724493)"
"573229"	40960	"Pulaski-Orange"	"06/05/2004"	"A"	1950	"(41.799756, -87.724493)"
"573254"	40960	"Pulaski-Orange"	"02/26/2002"	"W"	5462	"(41.799756, -87.724493)"
"573376"	40960	"Pulaski-Orange"	"01/05/2006"	"W"	3799	"(41.799756, -87.724493)"
"573642"	40960	"Pulaski-Orange"	"03/17/2015"	"W"	5598	"(41.799756, -87.724493)"
"573722"	40960	"Pulaski-Orange"	"01/12/2011"	"W"	4683	"(41.799756, -87.724493)"
"573856"	40960	"Pulaski-Orange"	"07/12/2007"	"W"	5059	"(41.799756, -87.724493)"
"573864"	40960	"Pulaski-Orange"	"10/14/2007"	"U"	1254	"(41.799756, -87.724493)"
"574160"	40960	"Pulaski-Orange"	"04/17/2001"	"W"	4309	"(41.799756, -87.724493)"
"574322"	40960	"Pulaski-Orange"	"08/11/2001"	"A"	1492	"(41.799756, -87.724493)"
"574334"	40960	"Pulaski-Orange"	"10/09/2003"	"W"	5713	"(41.799756, -87.724493)"
"574527"	40960	"Pulaski-Orange"	"12/10/2003"	"W"	5448	"(41.799756, -87.724493)"
"574650"	40960	"Pulaski-Orange"	"08/22/2010"	"U"	1617	"(41.799756, -87.724493)"
"574771"	40960	"Pulaski-Orange"	"07/07/2016"	"W"	5313	"(41.799756, -87.724493)"
"574931"	40960	"Pulaski-Orange"	"05/14/2010"	"W"	4756	"(41.799756, -87.724493)"
"575025"	40960	"Pulaski-Orange"	"04/18/2005"	"W"	5411	"(41.799756, -87.724493)"
"575359"	40960	"Pulaski-Orange"	"11/09/2013"	"A"	2359	"(41.799756, -87.724493)"
"575382"	40960	"Pulaski-Orange"	"06/10/2011"	"W"	4708	"(41.799756, -87.724493)"
"575405"	40960	"Pulaski-Orange"	"02/03/2008"	"U"	860	"(41.799756, -87.724493)"
"575972"	40960	"Pulaski-Orange"	"09/05/2004"	"U"	1307	"(41.799756, -87.724493)"
"576194"	40960	"Pulaski-Orange"	"12/13/2015"	"U"	1727	"(41.799756, -87.724493)"
"576534"	40960	"Pulaski-Orange"	"05/11/2001"	"W"	5291	"(41.799756, -87.724493)"
"576564"	40960	"Pulaski-Orange"	"05/21/2005"	"A"	1964	"(41.799756, -87.724493)"
"576760"	40960	"Pulaski-Orange"	"09/24/2013"	"W"	5972	"(41.799756, -87.724493)"
"576995"	40960	"Pulaski-Orange"	"01/31/2004"	"A"	1207	"(41.799756, -87.724493)"
"577054"	40960	"Pulaski-Orange"	"12/14/2002"	"A"	1764	"(41.799756, -87.724493)"
"577123"	40960	"Pulaski-Orange"	"12/05/2008"	"W"	4835	"(41.799756, -87.724493)"
"577253"	40960	"Pulaski-Orange"	"07/14/2010"	"W"	4685	"(41.799756, -87.724493)"
"577267"	40960	"Pulaski-Orange"	"06/20/2010"	"U"	1264	"(41.799756, -87.724493)"
"577561"	40960	"Pulaski-Orange"	"04/03/2017"	"W"	5343	"(41.799756, -87.724493)"
"577993"	40960	"Pulaski-Orange"	"12/08/2014"	"W"	5363	"(41.799756, -87.724493)"
"578000"	40960	"Pulaski-Orange"	"02/12/2014"	"W"	4528	"(41.799756, -87.724493)"
"578282"	40960	"Pulaski-Orange"	"11/21/2013"	"W"	5644	"(41.799756, -87.724493)"
"578297"	40960	"Pulaski-Orange"	"11/22/2013"	"W"	5392	"(41.799756, -87.724493)"
"578306"	40960	"Pulaski-Orange"	"06/03/2002"	"W"	5319	"(41.799756, -87.724493)"
"578656"	40960	"Pulaski-Orange"	"02/15/2004"	"U"	927	"(41.799756, -87.724493)"
"578710"	40960	"Pulaski-Orange"	"12/23/2001"	"U"	874	"(41.799756, -87.724493)"
"578892"	40960	"Pulaski-Orange"	"02/23/2015"	"W"	5046	"(41.799756, -87.724493)"
"579841"	40960	"Pulaski-Orange"	"06/03/2005"	"W"	5139	"(41.799756, -87.724493)"
"579949"	40960	"Pulaski-Orange"	"09/26/2001"	"W"	5950	"(41.799756, -87.724493)"
"580015"	40960	"Pulaski-Orange"	"09/26/2016"	"W"	5869	"(41.799756, -87.724493)"
"580053"	40960	"Pulaski-Orange"	"07/19/2002"	"W"	4826	"(41.799756, -87.724493)"
"580089"	40960	"Pulaski-Orange"	"06/14/2004"	"W"	5154	"(41.799756, -87.724493)"
"580122"	40960	"Pulaski-Orange"	"07/10/2002"	"W"	4934	"(41.799756, -87.724493)"
"580124"	40960	"Pulaski-Orange"	"09/17/2012"	"W"	5294	"(41.799756, -87.724493)"
"580336"	40960	"Pulaski-Orange"	"11/10/2006"	"W"	4998	"(41.799756, -87.724493)"
"580361"	40960	"Pulaski-Orange"	"08/22/2002"	"W"	4399	"(41.799756, -87.724493)"
"580601"	40960	"Pulaski-Orange"	"10/18/2009"	"U"	1420	"(41.799756, -87.724493)"
"580622"	40960	"Pulaski-Orange"	"12/01/2002"	"U"	818	"(41.799756, -87.724493)"
"580754"	40960	"Pulaski-Orange"	"08/01/2013"	"W"	5011	"(41.799756, -87.724493)"
"580895"	40960	"Pulaski-Orange"	"02/16/2015"	"W"	3234	"(41.799756, -87.724493)"
"581041"	40960	"Pulaski-Orange"	"10/10/2013"	"W"	5997	"(41.799756, -87.724493)"
"581108"	40960	"Pulaski-Orange"	"01/09/2012"	"W"	4992	"(41.799756, -87.724493)"
"581589"	40960	"Pulaski-Orange"	"07/16/2015"	"W"	5075	"(41.799756, -87.724493)"
"581712"	40960	"Pulaski-Orange"	"12/09/2003"	"W"	5523	"(41.799756, -87.724493)"
"581740"	40960	"Pulaski-Orange"	"04/15/2004"	"W"	4475	"(41.799756, -87.724493)"
"581801"	40960	"Pulaski-Orange"	"01/18/2009"	"U"	923	"(41.799756, -87.724493)"
"581984"	40960	"Pulaski-Orange"	"10/22/2002"	"W"	5952	"(41.799756, -87.724493)"
"582127"	40960	"Pulaski-Orange"	"02/10/2004"	"W"	5318	"(41.799756, -87.724493)"
"582252"	40960	"Pulaski-Orange"	"04/17/2016"	"U"	1920	"(41.799756, -87.724493)"
"582456"	40960	"Pulaski-Orange"	"12/31/2002"	"W"	3446	"(41.799756, -87.724493)"
"582496"	40960	"Pulaski-Orange"	"12/28/2006"	"W"	3772	"(41.799756, -87.724493)"
"582717"	40960	"Pulaski-Orange"	"03/29/2016"	"W"	5690	"(41.799756, -87.724493)"
"582750"	40960	"Pulaski-Orange"	"08/02/2008"	"A"	2613	"(41.799756, -87.724493)"
"582798"	40960	"Pulaski-Orange"	"10/10/2002"	"W"	5948	"(41.799756, -87.724493)"
"582847"	40960	"Pulaski-Orange"	"08/27/2004"	"W"	4383	"(41.799756, -87.724493)"
"582855"	40960	"Pulaski-Orange"	"04/27/2016"	"W"	5463	"(41.799756, -87.724493)"
"582862"	40960	"Pulaski-Orange"	"02/01/2007"	"W"	5172	"(41.799756, -87.724493)"
"583438"	40960	"Pulaski-Orange"	"03/26/2010"	"W"	4550	"(41.799756, -87.724493)"
"583724"	40960	"Pulaski-Orange"	"09/12/2017"	"W"	6038	"(41.799756, -87.724493)"
"583798"	40960	"Pulaski-Orange"	"02/22/2013"	"W"	5002	"(41.799756, -87.724493)"
"583901"	40960	"Pulaski-Orange"	"05/22/2004"	"A"	1706	"(41.799756, -87.724493)"
"584040"	40960	"Pulaski-Orange"	"11/27/2013"	"W"	4294	"(41.799756, -87.724493)"
"584225"	40960	"Pulaski-Orange"	"12/07/2014"	"U"	1660	"(41.799756, -87.724493)"
"584291"	40960	"Pulaski-Orange"	"02/26/2011"	"A"	1892	"(41.799756, -87.724493)"
"584472"	40960	"Pulaski-Orange"	"05/05/2001"	"A"	1586	"(41.799756, -87.724493)"
"584781"	40960	"Pulaski-Orange"	"01/12/2001"	"W"	5415	"(41.799756, -87.724493)"
"584954"	40960	"Pulaski-Orange"	"07/13/2008"	"U"	1778	"(41.799756, -87.724493)"
"585039"	40960	"Pulaski-Orange"	"01/11/2016"	"W"	4638	"(41.799756, -87.724493)"
"585040"	40960	"Pulaski-Orange"	"09/01/2015"	"W"	5549	"(41.799756, -87.724493)"
"585086"	40960	"Pulaski-Orange"	"02/05/2006"	"U"	872	"(41.799756, -87.724493)"
"585154"	40960	"Pulaski-Orange"	"11/17/2001"	"A"	2107	"(41.799756, -87.724493)"
"585188"	40960	"Pulaski-Orange"	"02/23/2016"	"W"	5532	"(41.799756, -87.724493)"
"585205"	40960	"Pulaski-Orange"	"07/29/2013"	"W"	4808	"(41.799756, -87.724493)"
"585280"	40960	"Pulaski-Orange"	"10/23/2008"	"W"	5710	"(41.799756, -87.724493)"
"585296"	40960	"Pulaski-Orange"	"09/09/2008"	"W"	5968	"(41.799756, -87.724493)"
"585565"	40960	"Pulaski-Orange"	"06/21/2001"	"W"	4784	"(41.799756, -87.724493)"
"585673"	40960	"Pulaski-Orange"	"05/12/2017"	"W"	5397	"(41.799756, -87.724493)"
"585848"	40960	"Pulaski-Orange"	"11/29/2015"	"U"	1568	"(41.799756, -87.724493)"
"586218"	40960	"Pulaski-Orange"	"08/20/2003"	"W"	4534	"(41.799756, -87.724493)"
"586247"	40960	"Pulaski-Orange"	"12/18/2003"	"W"	5106	"(41.799756, -87.724493)"
"586285"	40960	"Pulaski-Orange"	"07/20/2010"	"W"	4528	"(41.799756, -87.724493)"
"586298"	40960	"Pulaski-Orange"	"08/05/2014"	"W"	4852	"(41.799756, -87.724493)"
"586406"	40960	"Pulaski-Orange"	"03/16/2015"	"W"	5631	"(41.799756, -87.724493)"
"586576"	40960	"Pulaski-Orange"	"07/05/2006"	"W"	5159	"(41.799756, -87.724493)"
"586601"	40960	"Pulaski-Orange"	"07/12/2010"	"W"	4381	"(41.799756, -87.724493)"
"586775"	40960	"Pulaski-Orange"	"07/12/2015"	"U"	2592	"(41.799756, -87.724493)"
"587002"	40960	"Pulaski-Orange"	"02/03/2010"	"W"	4883	"(41.799756, -87.724493)"
"587161"	40960	"Pulaski-Orange"	"04/15/2001"	"U"	564	"(41.799756, -87.724493)"
"587351"	40960	"Pulaski-Orange"	"09/27/2001"	"W"	5846	"(41.799756, -87.724493)"
"587445"	40960	"Pulaski-Orange"	"08/04/2012"	"A"	2646	"(41.799756, -87.724493)"
"587489"	40960	"Pulaski-Orange"	"12/01/2003"	"W"	5421	"(41.799756, -87.724493)"
"587843"	40960	"Pulaski-Orange"	"03/04/2012"	"U"	1322	"(41.799756, -87.724493)"
"587897"	40960	"Pulaski-Orange"	"11/11/2012"	"U"	1804	"(41.799756, -87.724493)"
"588230"	40960	"Pulaski-Orange"	"05/27/2010"	"W"	4843	"(41.799756, -87.724493)"
"588578"	40960	"Pulaski-Orange"	"08/03/2013"	"A"	2779	"(41.799756, -87.724493)"
"588601"	40960	"Pulaski-Orange"	"06/19/2017"	"W"	4893	"(41.799756, -87.724493)"
"588653"	40960	"Pulaski-Orange"	"12/13/2012"	"W"	5342	"(41.799756, -87.724493)"
"588919"	40960	"Pulaski-Orange"	"08/19/2002"	"W"	4194	"(41.799756, -87.724493)"
"588941"	40960	"Pulaski-Orange"	"07/14/2015"	"W"	5234	"(41.799756, -87.724493)"
"589072"	40960	"Pulaski-Orange"	"11/08/2008"	"A"	1892	"(41.799756, -87.724493)"
"589083"	40960	"Pulaski-Orange"	"04/09/2014"	"W"	5725	"(41.799756, -87.724493)"
"589470"	40960	"Pulaski-Orange"	"03/20/2011"	"U"	1164	"(41.799756, -87.724493)"
"589614"	40960	"Pulaski-Orange"	"03/04/2006"	"A"	1674	"(41.799756, -87.724493)"
"589656"	40960	"Pulaski-Orange"	"04/17/2010"	"A"	2136	"(41.799756, -87.724493)"
"589893"	40960	"Pulaski-Orange"	"10/05/2004"	"W"	5655	"(41.799756, -87.724493)"
"589965"	40960	"Pulaski-Orange"	"05/02/2003"	"W"	5297	"(41.799756, -87.724493)"
"589988"	40960	"Pulaski-Orange"	"01/13/2017"	"W"	5006	"(41.799756, -87.724493)"
"590020"	40960	"Pulaski-Orange"	"05/19/2012"	"A"	2502	"(41.799756, -87.724493)"
"590121"	40960	"Pulaski-Orange"	"11/05/2003"	"W"	5745	"(41.799756, -87.724493)"
"590237"	40960	"Pulaski-Orange"	"06/01/2004"	"W"	5240	"(41.799756, -87.724493)"
"590240"	40960	"Pulaski-Orange"	"03/06/2014"	"W"	5616	"(41.799756, -87.724493)"
"590654"	40960	"Pulaski-Orange"	"11/17/2016"	"W"	5942	"(41.799756, -87.724493)"
"590772"	40960	"Pulaski-Orange"	"05/23/2014"	"W"	5314	"(41.799756, -87.724493)"
"590894"	40960	"Pulaski-Orange"	"05/05/2007"	"A"	2426	"(41.799756, -87.724493)"
"591049"	40960	"Pulaski-Orange"	"11/21/2015"	"A"	2355	"(41.799756, -87.724493)"
"591150"	40960	"Pulaski-Orange"	"01/25/2007"	"W"	5286	"(41.799756, -87.724493)"
"591201"	40960	"Pulaski-Orange"	"08/09/2015"	"U"	2007	"(41.799756, -87.724493)"
"591231"	40960	"Pulaski-Orange"	"07/25/2006"	"W"	5112	"(41.799756, -87.724493)"
"591477"	40960	"Pulaski-Orange"	"11/19/2015"	"W"	5388	"(41.799756, -87.724493)"
"591521"	40960	"Pulaski-Orange"	"07/18/2012"	"W"	5055	"(41.799756, -87.724493)"
"591847"	40960	"Pulaski-Orange"	"03/09/2007"	"W"	5081	"(41.799756, -87.724493)"
"591871"	40960	"Pulaski-Orange"	"11/25/2010"	"U"	801	"(41.799756, -87.724493)"
"591889"	40960	"Pulaski-Orange"	"07/08/2007"	"U"	1757	"(41.799756, -87.724493)"
"591985"	40960	"Pulaski-Orange"	"02/25/2016"	"W"	5359	"(41.799756, -87.724493)"
"592034"	40960	"Pulaski-Orange"	"10/21/2014"	"W"	5996	"(41.799756, -87.724493)"
"592364"	40960	"Pulaski-Orange"	"11/24/2009"	"W"	5148	"(41.799756, -87.724493)"
"592672"	40960	"Pulaski-Orange"	"10/19/2012"	"W"	5507	"(41.799756, -87.724493)"
"592805"	40960	"Pulaski-Orange"	"02/18/2013"	"W"	4023	"(41.799756, -87.724493)"
"593073"	40960	"Pulaski-Orange"	"05/20/2008"	"W"	5440	"(41.799756, -87.724493)"
"593102"	40960	"Pulaski-Orange"	"08/14/2017"	"W"	4510	"(41.799756, -87.724493)"
"593531"	40960	"Pulaski-Orange"	"11/14/2006"	"W"	5728	"(41.799756, -87.724493)"
"594163"	40960	"Pulaski-Orange"	"12/28/2004"	"W"	3424	"(41.799756, -87.724493)"
"594198"	40960	"Pulaski-Orange"	"11/28/2014"	"W"	2436	"(41.799756, -87.724493)"
"594489"	40960	"Pulaski-Orange"	"10/06/2015"	"W"	6199	"(41.799756, -87.724493)"
"594535"	40960	"Pulaski-Orange"	"05/26/2012"	"A"	2420	"(41.799756, -87.724493)"
"594702"	40960	"Pulaski-Orange"	"06/19/2011"	"U"	1582	"(41.799756, -87.724493)"
"594706"	40960	"Pulaski-Orange"	"01/24/2012"	"W"	5484	"(41.799756, -87.724493)"
"594771"	40960	"Pulaski-Orange"	"05/16/2005"	"W"	5225	"(41.799756, -87.724493)"
"595168"	40960	"Pulaski-Orange"	"02/24/2017"	"W"	5227	"(41.799756, -87.724493)"
"595502"	40960	"Pulaski-Orange"	"06/16/2012"	"A"	2703	"(41.799756, -87.724493)"
"595598"	40960	"Pulaski-Orange"	"04/25/2013"	"W"	5468	"(41.799756, -87.724493)"
"596047"	40960	"Pulaski-Orange"	"04/19/2015"	"U"	1559	"(41.799756, -87.724493)"
"596423"	40960	"Pulaski-Orange"	"12/22/2002"	"U"	1037	"(41.799756, -87.724493)"
"596703"	40960	"Pulaski-Orange"	"06/06/2010"	"U"	1453	"(41.799756, -87.724493)"
"596765"	40960	"Pulaski-Orange"	"05/11/2010"	"W"	4683	"(41.799756, -87.724493)"
"596858"	40960	"Pulaski-Orange"	"06/27/2011"	"W"	4716	"(41.799756, -87.724493)"
"596928"	40960	"Pulaski-Orange"	"10/02/2010"	"A"	2038	"(41.799756, -87.724493)"
"597032"	40960	"Pulaski-Orange"	"09/14/2015"	"W"	6054	"(41.799756, -87.724493)"
"597093"	40960	"Pulaski-Orange"	"12/26/2016"	"U"	2114	"(41.799756, -87.724493)"
"597169"	40960	"Pulaski-Orange"	"03/09/2015"	"W"	5373	"(41.799756, -87.724493)"
"597322"	40960	"Pulaski-Orange"	"05/16/2009"	"A"	2061	"(41.799756, -87.724493)"
"597423"	40960	"Pulaski-Orange"	"03/09/2017"	"W"	5593	"(41.799756, -87.724493)"
"597429"	40960	"Pulaski-Orange"	"11/17/2013"	"U"	1470	"(41.799756, -87.724493)"
"597487"	40960	"Pulaski-Orange"	"09/04/2015"	"W"	5239	"(41.799756, -87.724493)"
"597731"	40960	"Pulaski-Orange"	"01/19/2017"	"W"	5357	"(41.799756, -87.724493)"
"598262"	40960	"Pulaski-Orange"	"06/01/2001"	"W"	5398	"(41.799756, -87.724493)"
"598264"	40960	"Pulaski-Orange"	"11/17/2009"	"W"	5205	"(41.799756, -87.724493)"
"598452"	40960	"Pulaski-Orange"	"12/07/2004"	"W"	5359	"(41.799756, -87.724493)"
"598479"	40960	"Pulaski-Orange"	"12/31/2016"	"A"	1813	"(41.799756, -87.724493)"
"598489"	40960	"Pulaski-Orange"	"12/22/2006"	"W"	4688	"(41.799756, -87.724493)"
"598673"	40960	"Pulaski-Orange"	"05/28/2005"	"A"	1819	"(41.799756, -87.724493)"
"598768"	40960	"Pulaski-Orange"	"09/30/2014"	"W"	6158	"(41.799756, -87.724493)"
"598838"	40960	"Pulaski-Orange"	"04/09/2003"	"W"	5540	"(41.799756, -87.724493)"
"598843"	40960	"Pulaski-Orange"	"06/08/2014"	"U"	1875	"(41.799756, -87.724493)"
"599063"	40960	"Pulaski-Orange"	"09/04/2010"	"A"	2198	"(41.799756, -87.724493)"
"599108"	40960	"Pulaski-Orange"	"09/01/2002"	"U"	1206	"(41.799756, -87.724493)"
"599195"	40960	"Pulaski-Orange"	"05/13/2012"	"U"	1666	"(41.799756, -87.724493)"
"599310"	40960	"Pulaski-Orange"	"06/16/2016"	"W"	5426	"(41.799756, -87.724493)"
"599353"	40960	"Pulaski-Orange"	"08/24/2014"	"U"	1885	"(41.799756, -87.724493)"
"599440"	40960	"Pulaski-Orange"	"12/02/2002"	"W"	5403	"(41.799756, -87.724493)"
"599519"	40960	"Pulaski-Orange"	"01/08/2012"	"U"	1275	"(41.799756, -87.724493)"
"599536"	40960	"Pulaski-Orange"	"07/19/2007"	"W"	4981	"(41.799756, -87.724493)"
"599586"	40960	"Pulaski-Orange"	"01/10/2002"	"W"	5448	"(41.799756, -87.724493)"
"599725"	40960	"Pulaski-Orange"	"04/02/2014"	"W"	5566	"(41.799756, -87.724493)"
"599812"	40960	"Pulaski-Orange"	"07/13/2009"	"W"	4626	"(41.799756, -87.724493)"
"599824"	40960	"Pulaski-Orange"	"09/19/2008"	"W"	5938	"(41.799756, -87.724493)"
"599846"	40960	"Pulaski-Orange"	"08/05/2011"	"W"	5114	"(41.799756, -87.724493)"
"600166"	40960	"Pulaski-Orange"	"07/20/2016"	"W"	5238	"(41.799756, -87.724493)"
"600280"	40960	"Pulaski-Orange"	"10/17/2009"	"A"	2175	"(41.799756, -87.724493)"
"600700"	40960	"Pulaski-Orange"	"09/08/2012"	"A"	2711	"(41.799756, -87.724493)"
"600845"	40960	"Pulaski-Orange"	"06/01/2012"	"W"	5236	"(41.799756, -87.724493)"
"600938"	40960	"Pulaski-Orange"	"12/03/2010"	"W"	4314	"(41.799756, -87.724493)"
"601183"	40960	"Pulaski-Orange"	"09/08/2002"	"U"	1066	"(41.799756, -87.724493)"
"601203"	40960	"Pulaski-Orange"	"02/26/2004"	"W"	5351	"(41.799756, -87.724493)"
"601324"	40960	"Pulaski-Orange"	"05/29/2007"	"W"	5461	"(41.799756, -87.724493)"
"601554"	40960	"Pulaski-Orange"	"01/18/2011"	"W"	4898	"(41.799756, -87.724493)"
"601808"	40960	"Pulaski-Orange"	"01/21/2003"	"W"	5253	"(41.799756, -87.724493)"
"601810"	40960	"Pulaski-Orange"	"12/28/2001"	"W"	3598	"(41.799756, -87.724493)"
"601905"	40960	"Pulaski-Orange"	"02/21/2012"	"W"	5343	"(41.799756, -87.724493)"
"601997"	40960	"Pulaski-Orange"	"12/19/2002"	"W"	5442	"(41.799756, -87.724493)"
"602004"	40960	"Pulaski-Orange"	"11/12/2015"	"W"	5761	"(41.799756, -87.724493)"
"602013"	40960	"Pulaski-Orange"	"11/28/2002"	"U"	665	"(41.799756, -87.724493)"
"602022"	40960	"Pulaski-Orange"	"12/29/2005"	"W"	3469	"(41.799756, -87.724493)"
"602134"	40960	"Pulaski-Orange"	"11/10/2011"	"W"	4950	"(41.799756, -87.724493)"
"602789"	40960	"Pulaski-Orange"	"08/03/2017"	"W"	5089	"(41.799756, -87.724493)"
"602946"	40960	"Pulaski-Orange"	"09/24/2005"	"A"	1972	"(41.799756, -87.724493)"
"602995"	40960	"Pulaski-Orange"	"01/04/2007"	"W"	4094	"(41.799756, -87.724493)"
"603074"	40960	"Pulaski-Orange"	"01/12/2009"	"W"	4796	"(41.799756, -87.724493)"
"603247"	40960	"Pulaski-Orange"	"10/20/2008"	"W"	5649	"(41.799756, -87.724493)"
"603571"	40960	"Pulaski-Orange"	"03/25/2003"	"W"	5485	"(41.799756, -87.724493)"
"603763"	40960	"Pulaski-Orange"	"06/17/2007"	"U"	1359	"(41.799756, -87.724493)"
"603985"	40960	"Pulaski-Orange"	"04/07/2016"	"W"	5451	"(41.799756, -87.724493)"
"604086"	40960	"Pulaski-Orange"	"09/29/2004"	"W"	5711	"(41.799756, -87.724493)"
"604182"	40960	"Pulaski-Orange"	"07/18/2009"	"A"	2134	"(41.799756, -87.724493)"
"604202"	40960	"Pulaski-Orange"	"04/06/2008"	"U"	1438	"(41.799756, -87.724493)"
"604288"	40960	"Pulaski-Orange"	"10/07/2001"	"U"	916	"(41.799756, -87.724493)"
"604711"	40960	"Pulaski-Orange"	"10/16/2010"	"A"	2418	"(41.799756, -87.724493)"
