"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"176",40460,"Merchandise Mart",NA,NA,1028,2017-12-30,12,"Dec",2017,30,"Saturday","(41.888969, -87.633924)","000101000",NA
"188",40460,"Merchandise Mart",NA,NA,7894,2017-12-14,12,"Dec",2017,14,"Thursday","(41.888969, -87.633924)","000101000",NA
"194",40460,"Merchandise Mart",NA,NA,7965,2017-12-01,12,"Dec",2017,1,"Friday","(41.888969, -87.633924)","000101000",NA
"309",40460,"Merchandise Mart",NA,NA,4400,2017-12-22,12,"Dec",2017,22,"Friday","(41.888969, -87.633924)","000101000",NA
"382",40460,"Merchandise Mart",NA,NA,8337,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.888969, -87.633924)","000101000",NA
"552",40460,"Merchandise Mart",NA,NA,1082,2017-12-17,12,"Dec",2017,17,"Sunday","(41.888969, -87.633924)","000101000",NA
"609",40460,"Merchandise Mart",NA,NA,3588,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.888969, -87.633924)","000101000",NA
"722",40460,"Merchandise Mart",NA,NA,8071,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.888969, -87.633924)","000101000",NA
"824",40460,"Merchandise Mart",NA,NA,834,2017-12-31,12,"Dec",2017,31,"Sunday","(41.888969, -87.633924)","000101000",NA
"967",40460,"Merchandise Mart",NA,NA,2080,2017-12-02,12,"Dec",2017,2,"Saturday","(41.888969, -87.633924)","000101000",NA
"1058",40460,"Merchandise Mart",NA,NA,3313,2017-12-09,12,"Dec",2017,9,"Saturday","(41.888969, -87.633924)","000101000",NA
"1237",40460,"Merchandise Mart",NA,NA,950,2017-12-23,12,"Dec",2017,23,"Saturday","(41.888969, -87.633924)","000101000",NA
"1299",40460,"Merchandise Mart",NA,NA,260,2017-12-25,12,"Dec",2017,25,"Monday","(41.888969, -87.633924)","000101000",NA
