"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week","loc","lineColor","X"
"112",40020,"Harlem-Lake",NA,NA,3785,2017-12-07,12,"Dec",2017,7,"Thursday","(41.886848, -87.803176)","001000000",NA
"144",40020,"Harlem-Lake",NA,NA,2757,2017-12-29,12,"Dec",2017,29,"Friday","(41.886848, -87.803176)","001000000",NA
"196",40020,"Harlem-Lake",NA,NA,585,2017-12-25,12,"Dec",2017,25,"Monday","(41.886848, -87.803176)","001000000",NA
"217",40020,"Harlem-Lake",NA,NA,1977,2017-12-23,12,"Dec",2017,23,"Saturday","(41.886848, -87.803176)","001000000",NA
"243",40020,"Harlem-Lake",NA,NA,3710,2017-12-06,12,"Dec",2017,6,"Wednesday","(41.886848, -87.803176)","001000000",NA
"297",40020,"Harlem-Lake",NA,NA,3216,2017-12-22,12,"Dec",2017,22,"Friday","(41.886848, -87.803176)","001000000",NA
"572",40020,"Harlem-Lake",NA,NA,3637,2017-12-20,12,"Dec",2017,20,"Wednesday","(41.886848, -87.803176)","001000000",NA
"576",40020,"Harlem-Lake",NA,NA,3723,2017-12-13,12,"Dec",2017,13,"Wednesday","(41.886848, -87.803176)","001000000",NA
"701",40020,"Harlem-Lake",NA,NA,1258,2017-12-31,12,"Dec",2017,31,"Sunday","(41.886848, -87.803176)","001000000",NA
"782",40020,"Harlem-Lake",NA,NA,3649,2017-12-19,12,"Dec",2017,19,"Tuesday","(41.886848, -87.803176)","001000000",NA
"979",40020,"Harlem-Lake",NA,NA,3687,2017-12-04,12,"Dec",2017,4,"Monday","(41.886848, -87.803176)","001000000",NA
"1191",40020,"Harlem-Lake",NA,NA,3417,2017-12-18,12,"Dec",2017,18,"Monday","(41.886848, -87.803176)","001000000",NA
"1244",40020,"Harlem-Lake",NA,NA,2211,2017-12-16,12,"Dec",2017,16,"Saturday","(41.886848, -87.803176)","001000000",NA
"1594",40020,"Harlem-Lake",NA,NA,3544,2017-12-12,12,"Dec",2017,12,"Tuesday","(41.886848, -87.803176)","001000000",NA
"1871",40020,"Harlem-Lake",NA,NA,2413,2017-12-27,12,"Dec",2017,27,"Wednesday","(41.886848, -87.803176)","001000000",NA
"1896",40020,"Harlem-Lake",NA,NA,3497,2017-12-21,12,"Dec",2017,21,"Thursday","(41.886848, -87.803176)","001000000",NA
"2267",40020,"Harlem-Lake",NA,NA,1482,2017-12-30,12,"Dec",2017,30,"Saturday","(41.886848, -87.803176)","001000000",NA
"2379",40020,"Harlem-Lake",NA,NA,2639,2017-12-28,12,"Dec",2017,28,"Thursday","(41.886848, -87.803176)","001000000",NA
"2901",40020,"Harlem-Lake",NA,NA,2300,2017-12-02,12,"Dec",2017,2,"Saturday","(41.886848, -87.803176)","001000000",NA
"2929",40020,"Harlem-Lake",NA,NA,3516,2017-12-15,12,"Dec",2017,15,"Friday","(41.886848, -87.803176)","001000000",NA
"2959",40020,"Harlem-Lake",NA,NA,1632,2017-12-03,12,"Dec",2017,3,"Sunday","(41.886848, -87.803176)","001000000",NA
"3149",40020,"Harlem-Lake",NA,NA,1421,2017-12-10,12,"Dec",2017,10,"Sunday","(41.886848, -87.803176)","001000000",NA
"3201",40020,"Harlem-Lake",NA,NA,1946,2017-12-26,12,"Dec",2017,26,"Tuesday","(41.886848, -87.803176)","001000000",NA
