"","station_id","stationname","date","daytype","rides","loc","lineColor"
"81",41090,"Monroe/State","12/03/2017","U",3127,"(41.880745, -87.627696)","red"
"86",41090,"Monroe/State","12/23/2017","A",3525,"(41.880745, -87.627696)","red"
"452",41090,"Monroe/State","12/02/2017","A",4629,"(41.880745, -87.627696)","red"
"944",41090,"Monroe/State","12/27/2017","W",6216,"(41.880745, -87.627696)","red"
"966",41090,"Monroe/State","12/18/2017","W",10761,"(41.880745, -87.627696)","red"
"1111",41090,"Monroe/State","12/04/2017","W",10901,"(41.880745, -87.627696)","red"
"1158",41090,"Monroe/State","12/31/2017","U",2611,"(41.880745, -87.627696)","red"
"1166",41090,"Monroe/State","12/19/2017","W",10753,"(41.880745, -87.627696)","red"
"1222",41090,"Monroe/State","12/22/2017","W",8184,"(41.880745, -87.627696)","red"
"1509",41090,"Monroe/State","12/20/2017","W",10431,"(41.880745, -87.627696)","red"
"1814",41090,"Monroe/State","12/11/2017","W",10807,"(41.880745, -87.627696)","red"
"1821",41090,"Monroe/State","12/21/2017","W",9990,"(41.880745, -87.627696)","red"
"1851",41090,"Monroe/State","12/30/2017","A",3185,"(41.880745, -87.627696)","red"
"1976",41090,"Monroe/State","12/29/2017","W",7029,"(41.880745, -87.627696)","red"
"1978",41090,"Monroe/State","12/06/2017","W",10858,"(41.880745, -87.627696)","red"
"2768",41090,"Monroe/State","12/16/2017","A",4442,"(41.880745, -87.627696)","red"
"3026",41090,"Monroe/State","12/05/2017","W",10972,"(41.880745, -87.627696)","red"
"3095",41090,"Monroe/State","12/28/2017","W",7007,"(41.880745, -87.627696)","red"
"3239",41090,"Monroe/State","12/24/2017","U",2060,"(41.880745, -87.627696)","red"
"3308",41090,"Monroe/State","12/14/2017","W",11310,"(41.880745, -87.627696)","red"
"3378",41090,"Monroe/State","12/12/2017","W",11040,"(41.880745, -87.627696)","red"
"3460",41090,"Monroe/State","12/13/2017","W",10714,"(41.880745, -87.627696)","red"
"3463",41090,"Monroe/State","12/15/2017","W",10474,"(41.880745, -87.627696)","red"
"3477",41090,"Monroe/State","12/10/2017","U",2891,"(41.880745, -87.627696)","red"
"3504",41090,"Monroe/State","12/08/2017","W",10231,"(41.880745, -87.627696)","red"
"3549",41090,"Monroe/State","12/26/2017","W",4427,"(41.880745, -87.627696)","red"
"3552",41090,"Monroe/State","12/25/2017","U",770,"(41.880745, -87.627696)","red"
"3556",41090,"Monroe/State","12/09/2017","A",4460,"(41.880745, -87.627696)","red"
"3755",41090,"Monroe/State","12/17/2017","U",2939,"(41.880745, -87.627696)","red"
"3967",41090,"Monroe/State","12/01/2017","W",10913,"(41.880745, -87.627696)","red"
"4261",41090,"Monroe/State","12/07/2017","W",11207,"(41.880745, -87.627696)","red"
"4558",41090,"Monroe/State","01/28/2018","U",2509,"(41.880745, -87.627696)","red"
"4642",41090,"Monroe/State","03/26/2018","W",10177,"(41.880745, -87.627696)","red"
"4657",41090,"Monroe/State","03/09/2018","W",10477,"(41.880745, -87.627696)","red"
"4879",41090,"Monroe/State","02/21/2018","W",11081,"(41.880745, -87.627696)","red"
"4909",41090,"Monroe/State","01/01/2018","U",1863,"(41.880745, -87.627696)","red"
"5227",41090,"Monroe/State","02/08/2018","W",10944,"(41.880745, -87.627696)","red"
"5348",41090,"Monroe/State","01/24/2018","W",10402,"(41.880745, -87.627696)","red"
"5444",41090,"Monroe/State","01/12/2018","W",9384,"(41.880745, -87.627696)","red"
"5467",41090,"Monroe/State","01/14/2018","U",2377,"(41.880745, -87.627696)","red"
"5633",41090,"Monroe/State","01/17/2018","W",10407,"(41.880745, -87.627696)","red"
"5660",41090,"Monroe/State","02/14/2018","W",11537,"(41.880745, -87.627696)","red"
"5770",41090,"Monroe/State","02/03/2018","A",3697,"(41.880745, -87.627696)","red"
"5891",41090,"Monroe/State","03/08/2018","W",10569,"(41.880745, -87.627696)","red"
"5997",41090,"Monroe/State","02/13/2018","W",11294,"(41.880745, -87.627696)","red"
"6168",41090,"Monroe/State","03/18/2018","U",2908,"(41.880745, -87.627696)","red"
"6323",41090,"Monroe/State","02/16/2018","W",10386,"(41.880745, -87.627696)","red"
"6453",41090,"Monroe/State","03/14/2018","W",10939,"(41.880745, -87.627696)","red"
"6642",41090,"Monroe/State","01/16/2018","W",10141,"(41.880745, -87.627696)","red"
"6821",41090,"Monroe/State","01/23/2018","W",10583,"(41.880745, -87.627696)","red"
"6916",41090,"Monroe/State","01/25/2018","W",10922,"(41.880745, -87.627696)","red"
"7175",41090,"Monroe/State","01/29/2018","W",10365,"(41.880745, -87.627696)","red"
